2022-07-23 19:58:17 - eval: epoch: 077, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.328%, stu_acc5: 90.074%, stu_test_loss: 1.1558
2022-07-23 19:58:17 - until epoch: 077, tea_best_acc1: 73.728%, stu_best_acc1: 71.394%
2022-07-23 19:58:17 - epoch 078 lr: 0.001000
2022-07-23 19:58:54 - train: epoch 0078, iter [00100, 05004], lr: 0.001000, loss: 1.6857, stu_CELoss: 1.2161, KDLoss: 0.4696, 
2022-07-23 20:16:52 - train: epoch 0078, iter [03400, 05004], lr: 0.001000, loss: 1.6367, stu_CELoss: 1.2299, KDLoss: 0.4068, 
2022-07-23 20:17:25 - train: epoch 0078, iter [03500, 05004], lr: 0.001000, loss: 1.6249, stu_CELoss: 1.1948, KDLoss: 0.4301, 
2022-07-23 20:17:58 - train: epoch 0078, iter [03600, 05004], lr: 0.001000, loss: 1.8050, stu_CELoss: 1.3661, KDLoss: 0.4390, 
2022-07-23 20:18:31 - train: epoch 0078, iter [03700, 05004], lr: 0.001000, loss: 1.5162, stu_CELoss: 1.1202, KDLoss: 0.3960, 
2022-07-23 20:19:03 - train: epoch 0078, iter [03800, 05004], lr: 0.001000, loss: 1.5681, stu_CELoss: 1.1804, KDLoss: 0.3877, 
2022-07-23 20:19:35 - train: epoch 0078, iter [03900, 05004], lr: 0.001000, loss: 1.9130, stu_CELoss: 1.4672, KDLoss: 0.4457, 
2022-07-23 20:20:09 - train: epoch 0078, iter [04000, 05004], lr: 0.001000, loss: 1.6412, stu_CELoss: 1.2808, KDLoss: 0.3604, 
2022-07-23 20:20:42 - train: epoch 0078, iter [04100, 05004], lr: 0.001000, loss: 1.6092, stu_CELoss: 1.2618, KDLoss: 0.3474, 
2022-07-23 20:21:15 - train: epoch 0078, iter [04200, 05004], lr: 0.001000, loss: 1.7398, stu_CELoss: 1.3073, KDLoss: 0.4325, 
2022-07-23 20:21:47 - train: epoch 0078, iter [04300, 05004], lr: 0.001000, loss: 1.6205, stu_CELoss: 1.2433, KDLoss: 0.3772, 
2022-07-23 20:22:22 - train: epoch 0078, iter [04400, 05004], lr: 0.001000, loss: 1.5808, stu_CELoss: 1.1945, KDLoss: 0.3863, 
2022-07-23 20:22:53 - train: epoch 0078, iter [04500, 05004], lr: 0.001000, loss: 1.6293, stu_CELoss: 1.2397, KDLoss: 0.3895, 
2022-07-23 20:23:27 - train: epoch 0078, iter [04600, 05004], lr: 0.001000, loss: 1.5333, stu_CELoss: 1.0988, KDLoss: 0.4345, 
2022-07-23 20:23:59 - train: epoch 0078, iter [04700, 05004], lr: 0.001000, loss: 1.7969, stu_CELoss: 1.3197, KDLoss: 0.4773, 
2022-07-23 20:24:32 - train: epoch 0078, iter [04800, 05004], lr: 0.001000, loss: 1.7167, stu_CELoss: 1.3204, KDLoss: 0.3963, 
2022-07-23 20:25:05 - train: epoch 0078, iter [04900, 05004], lr: 0.001000, loss: 1.4889, stu_CELoss: 1.0849, KDLoss: 0.4040, 
2022-07-23 20:25:36 - train: epoch 0078, iter [05000, 05004], lr: 0.001000, loss: 1.7339, stu_CELoss: 1.3403, KDLoss: 0.3936, 
2022-07-23 20:25:37 - train: epoch 078, train_loss: 1.6561
2022-07-23 20:28:04 - eval: epoch: 078, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.428%, stu_acc5: 90.058%, stu_test_loss: 1.1545
2022-07-23 20:28:04 - until epoch: 078, tea_best_acc1: 73.728%, stu_best_acc1: 71.428%
2022-07-23 20:28:04 - epoch 079 lr: 0.001000
2022-07-23 20:28:41 - train: epoch 0079, iter [00100, 05004], lr: 0.001000, loss: 1.5725, stu_CELoss: 1.1774, KDLoss: 0.3951, 
2022-07-23 20:29:15 - train: epoch 0079, iter [00200, 05004], lr: 0.001000, loss: 1.6322, stu_CELoss: 1.2183, KDLoss: 0.4140, 
2022-07-23 20:29:47 - train: epoch 0079, iter [00300, 05004], lr: 0.001000, loss: 1.6492, stu_CELoss: 1.2832, KDLoss: 0.3660, 
2022-07-23 20:30:21 - train: epoch 0079, iter [00400, 05004], lr: 0.001000, loss: 1.8702, stu_CELoss: 1.3967, KDLoss: 0.4735, 
2022-07-23 20:30:54 - train: epoch 0079, iter [00500, 05004], lr: 0.001000, loss: 1.4425, stu_CELoss: 1.0438, KDLoss: 0.3987, 
2022-07-23 20:31:26 - train: epoch 0079, iter [00600, 05004], lr: 0.001000, loss: 1.5453, stu_CELoss: 1.1690, KDLoss: 0.3762, 
2022-07-23 20:32:01 - train: epoch 0079, iter [00700, 05004], lr: 0.001000, loss: 1.5620, stu_CELoss: 1.1471, KDLoss: 0.4149, 
2022-07-23 20:32:33 - train: epoch 0079, iter [00800, 05004], lr: 0.001000, loss: 1.6630, stu_CELoss: 1.2600, KDLoss: 0.4031, 
2022-07-23 20:33:06 - train: epoch 0079, iter [00900, 05004], lr: 0.001000, loss: 1.5924, stu_CELoss: 1.1157, KDLoss: 0.4768, 
2022-07-23 20:33:39 - train: epoch 0079, iter [01000, 05004], lr: 0.001000, loss: 1.7839, stu_CELoss: 1.3760, KDLoss: 0.4079, 
2022-07-23 20:34:12 - train: epoch 0079, iter [01100, 05004], lr: 0.001000, loss: 1.8694, stu_CELoss: 1.3940, KDLoss: 0.4754, 
2022-07-23 20:34:46 - train: epoch 0079, iter [01200, 05004], lr: 0.001000, loss: 1.8775, stu_CELoss: 1.4164, KDLoss: 0.4611, 
2022-07-23 20:35:19 - train: epoch 0079, iter [01300, 05004], lr: 0.001000, loss: 1.6136, stu_CELoss: 1.2109, KDLoss: 0.4027, 
2022-07-23 20:35:52 - train: epoch 0079, iter [01400, 05004], lr: 0.001000, loss: 1.6601, stu_CELoss: 1.2139, KDLoss: 0.4462, 
2022-07-23 20:36:24 - train: epoch 0079, iter [01500, 05004], lr: 0.001000, loss: 1.6912, stu_CELoss: 1.2374, KDLoss: 0.4538, 
2022-07-23 20:36:58 - train: epoch 0079, iter [01600, 05004], lr: 0.001000, loss: 1.4274, stu_CELoss: 1.0477, KDLoss: 0.3798, 
2022-07-23 20:37:30 - train: epoch 0079, iter [01700, 05004], lr: 0.001000, loss: 1.8010, stu_CELoss: 1.3047, KDLoss: 0.4963, 
2022-07-23 20:38:03 - train: epoch 0079, iter [01800, 05004], lr: 0.001000, loss: 1.7605, stu_CELoss: 1.3088, KDLoss: 0.4517, 
2022-07-23 20:38:37 - train: epoch 0079, iter [01900, 05004], lr: 0.001000, loss: 1.7521, stu_CELoss: 1.3288, KDLoss: 0.4233, 
2022-07-23 20:39:09 - train: epoch 0079, iter [02000, 05004], lr: 0.001000, loss: 1.8975, stu_CELoss: 1.4311, KDLoss: 0.4664, 
2022-07-23 20:39:43 - train: epoch 0079, iter [02100, 05004], lr: 0.001000, loss: 1.7200, stu_CELoss: 1.2784, KDLoss: 0.4416, 
2022-07-23 20:40:15 - train: epoch 0079, iter [02200, 05004], lr: 0.001000, loss: 1.6811, stu_CELoss: 1.2657, KDLoss: 0.4153, 
2022-07-23 20:40:49 - train: epoch 0079, iter [02300, 05004], lr: 0.001000, loss: 1.6880, stu_CELoss: 1.2111, KDLoss: 0.4769, 
2022-07-23 20:41:22 - train: epoch 0079, iter [02400, 05004], lr: 0.001000, loss: 1.6945, stu_CELoss: 1.2465, KDLoss: 0.4479, 
2022-07-23 20:41:55 - train: epoch 0079, iter [02500, 05004], lr: 0.001000, loss: 1.6067, stu_CELoss: 1.1838, KDLoss: 0.4229, 
2022-07-23 20:42:27 - train: epoch 0079, iter [02600, 05004], lr: 0.001000, loss: 1.5536, stu_CELoss: 1.1461, KDLoss: 0.4075, 
2022-07-23 20:43:00 - train: epoch 0079, iter [02700, 05004], lr: 0.001000, loss: 1.4379, stu_CELoss: 1.0766, KDLoss: 0.3612, 
2022-07-23 20:43:33 - train: epoch 0079, iter [02800, 05004], lr: 0.001000, loss: 1.7398, stu_CELoss: 1.3379, KDLoss: 0.4019, 
2022-07-23 20:44:06 - train: epoch 0079, iter [02900, 05004], lr: 0.001000, loss: 1.5922, stu_CELoss: 1.1901, KDLoss: 0.4021, 
2022-07-23 20:44:39 - train: epoch 0079, iter [03000, 05004], lr: 0.001000, loss: 1.5187, stu_CELoss: 1.1294, KDLoss: 0.3893, 
2022-07-23 20:45:12 - train: epoch 0079, iter [03100, 05004], lr: 0.001000, loss: 1.4295, stu_CELoss: 1.0349, KDLoss: 0.3947, 
2022-07-23 20:45:45 - train: epoch 0079, iter [03200, 05004], lr: 0.001000, loss: 1.8643, stu_CELoss: 1.4189, KDLoss: 0.4454, 
2022-07-23 20:46:17 - train: epoch 0079, iter [03300, 05004], lr: 0.001000, loss: 1.4915, stu_CELoss: 1.1163, KDLoss: 0.3752, 
2022-07-23 20:46:51 - train: epoch 0079, iter [03400, 05004], lr: 0.001000, loss: 1.6447, stu_CELoss: 1.2647, KDLoss: 0.3800, 
2022-07-23 20:47:23 - train: epoch 0079, iter [03500, 05004], lr: 0.001000, loss: 1.7787, stu_CELoss: 1.3126, KDLoss: 0.4661, 
2022-07-23 20:47:57 - train: epoch 0079, iter [03600, 05004], lr: 0.001000, loss: 1.3286, stu_CELoss: 0.9751, KDLoss: 0.3536, 
2022-07-23 20:48:30 - train: epoch 0079, iter [03700, 05004], lr: 0.001000, loss: 1.6485, stu_CELoss: 1.2536, KDLoss: 0.3949, 
2022-07-23 20:49:04 - train: epoch 0079, iter [03800, 05004], lr: 0.001000, loss: 1.7184, stu_CELoss: 1.2588, KDLoss: 0.4597, 
2022-07-23 20:49:38 - train: epoch 0079, iter [03900, 05004], lr: 0.001000, loss: 1.5044, stu_CELoss: 1.1179, KDLoss: 0.3865, 
2022-07-23 20:50:10 - train: epoch 0079, iter [04000, 05004], lr: 0.001000, loss: 1.3732, stu_CELoss: 0.9916, KDLoss: 0.3816, 
2022-07-23 20:50:44 - train: epoch 0079, iter [04100, 05004], lr: 0.001000, loss: 1.6440, stu_CELoss: 1.2332, KDLoss: 0.4108, 
2022-07-23 20:51:16 - train: epoch 0079, iter [04200, 05004], lr: 0.001000, loss: 1.5249, stu_CELoss: 1.1181, KDLoss: 0.4068, 
2022-07-23 20:51:50 - train: epoch 0079, iter [04300, 05004], lr: 0.001000, loss: 1.4262, stu_CELoss: 1.0115, KDLoss: 0.4147, 
2022-07-23 20:52:23 - train: epoch 0079, iter [04400, 05004], lr: 0.001000, loss: 1.8194, stu_CELoss: 1.4081, KDLoss: 0.4113, 
2022-07-23 20:52:56 - train: epoch 0079, iter [04500, 05004], lr: 0.001000, loss: 1.7047, stu_CELoss: 1.2850, KDLoss: 0.4197, 
2022-07-23 20:53:28 - train: epoch 0079, iter [04600, 05004], lr: 0.001000, loss: 1.6946, stu_CELoss: 1.2682, KDLoss: 0.4265, 
2022-07-23 20:54:01 - train: epoch 0079, iter [04700, 05004], lr: 0.001000, loss: 1.6753, stu_CELoss: 1.2481, KDLoss: 0.4272, 
2022-07-23 20:54:34 - train: epoch 0079, iter [04800, 05004], lr: 0.001000, loss: 1.5255, stu_CELoss: 1.1312, KDLoss: 0.3943, 
2022-07-23 20:55:08 - train: epoch 0079, iter [04900, 05004], lr: 0.001000, loss: 1.7696, stu_CELoss: 1.3261, KDLoss: 0.4435, 
2022-07-23 20:55:39 - train: epoch 0079, iter [05000, 05004], lr: 0.001000, loss: 1.4446, stu_CELoss: 1.0714, KDLoss: 0.3732, 
2022-07-23 20:55:40 - train: epoch 079, train_loss: 1.6508
2022-07-23 20:58:06 - eval: epoch: 079, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.392%, stu_acc5: 90.090%, stu_test_loss: 1.1553
2022-07-23 20:58:06 - until epoch: 079, tea_best_acc1: 73.728%, stu_best_acc1: 71.428%
2022-07-23 20:58:06 - epoch 080 lr: 0.001000
2022-07-23 20:58:44 - train: epoch 0080, iter [00100, 05004], lr: 0.001000, loss: 1.5301, stu_CELoss: 1.1368, KDLoss: 0.3933, 
2022-07-23 20:59:18 - train: epoch 0080, iter [00200, 05004], lr: 0.001000, loss: 1.6648, stu_CELoss: 1.2437, KDLoss: 0.4211, 
2022-07-23 20:59:50 - train: epoch 0080, iter [00300, 05004], lr: 0.001000, loss: 1.8441, stu_CELoss: 1.4525, KDLoss: 0.3916, 
2022-07-23 21:00:22 - train: epoch 0080, iter [00400, 05004], lr: 0.001000, loss: 1.5385, stu_CELoss: 1.1281, KDLoss: 0.4104, 
2022-07-23 21:00:55 - train: epoch 0080, iter [00500, 05004], lr: 0.001000, loss: 1.4936, stu_CELoss: 1.1289, KDLoss: 0.3647, 
2022-07-23 21:01:28 - train: epoch 0080, iter [00600, 05004], lr: 0.001000, loss: 1.4996, stu_CELoss: 1.1034, KDLoss: 0.3962, 
2022-07-23 21:02:00 - train: epoch 0080, iter [00700, 05004], lr: 0.001000, loss: 1.6671, stu_CELoss: 1.2755, KDLoss: 0.3916, 
2022-07-23 21:02:32 - train: epoch 0080, iter [00800, 05004], lr: 0.001000, loss: 1.7058, stu_CELoss: 1.3004, KDLoss: 0.4054, 
2022-07-23 21:03:05 - train: epoch 0080, iter [00900, 05004], lr: 0.001000, loss: 1.5629, stu_CELoss: 1.1763, KDLoss: 0.3866, 
2022-07-23 21:03:38 - train: epoch 0080, iter [01000, 05004], lr: 0.001000, loss: 1.6525, stu_CELoss: 1.2243, KDLoss: 0.4281, 
2022-07-23 21:04:10 - train: epoch 0080, iter [01100, 05004], lr: 0.001000, loss: 1.7348, stu_CELoss: 1.3396, KDLoss: 0.3951, 
2022-07-23 21:04:43 - train: epoch 0080, iter [01200, 05004], lr: 0.001000, loss: 1.6618, stu_CELoss: 1.2460, KDLoss: 0.4158, 
2022-07-23 21:05:15 - train: epoch 0080, iter [01300, 05004], lr: 0.001000, loss: 1.4764, stu_CELoss: 1.1049, KDLoss: 0.3716, 
2022-07-23 21:05:49 - train: epoch 0080, iter [01400, 05004], lr: 0.001000, loss: 1.4448, stu_CELoss: 1.0634, KDLoss: 0.3814, 
2022-07-23 21:06:21 - train: epoch 0080, iter [01500, 05004], lr: 0.001000, loss: 1.6587, stu_CELoss: 1.2327, KDLoss: 0.4260, 
2022-07-23 21:06:53 - train: epoch 0080, iter [01600, 05004], lr: 0.001000, loss: 1.5583, stu_CELoss: 1.1591, KDLoss: 0.3992, 
2022-07-23 21:07:26 - train: epoch 0080, iter [01700, 05004], lr: 0.001000, loss: 1.6739, stu_CELoss: 1.2514, KDLoss: 0.4226, 
2022-07-23 21:07:58 - train: epoch 0080, iter [01800, 05004], lr: 0.001000, loss: 1.6873, stu_CELoss: 1.2424, KDLoss: 0.4449, 
2022-07-23 21:08:31 - train: epoch 0080, iter [01900, 05004], lr: 0.001000, loss: 1.7885, stu_CELoss: 1.3797, KDLoss: 0.4087, 
2022-07-23 21:09:04 - train: epoch 0080, iter [02000, 05004], lr: 0.001000, loss: 1.5537, stu_CELoss: 1.1618, KDLoss: 0.3919, 
2022-07-23 21:09:38 - train: epoch 0080, iter [02100, 05004], lr: 0.001000, loss: 2.0028, stu_CELoss: 1.5376, KDLoss: 0.4653, 
2022-07-23 21:10:09 - train: epoch 0080, iter [02200, 05004], lr: 0.001000, loss: 1.6721, stu_CELoss: 1.2312, KDLoss: 0.4408, 
2022-07-23 21:10:41 - train: epoch 0080, iter [02300, 05004], lr: 0.001000, loss: 1.8674, stu_CELoss: 1.3599, KDLoss: 0.5075, 
2022-07-23 21:11:15 - train: epoch 0080, iter [02400, 05004], lr: 0.001000, loss: 1.9113, stu_CELoss: 1.4667, KDLoss: 0.4446, 
2022-07-23 21:11:47 - train: epoch 0080, iter [02500, 05004], lr: 0.001000, loss: 1.5734, stu_CELoss: 1.1313, KDLoss: 0.4421, 
2022-07-23 21:12:20 - train: epoch 0080, iter [02600, 05004], lr: 0.001000, loss: 1.7571, stu_CELoss: 1.3698, KDLoss: 0.3873, 
2022-07-23 21:12:52 - train: epoch 0080, iter [02700, 05004], lr: 0.001000, loss: 1.5790, stu_CELoss: 1.1686, KDLoss: 0.4104, 
2022-07-23 21:13:26 - train: epoch 0080, iter [02800, 05004], lr: 0.001000, loss: 1.7505, stu_CELoss: 1.3022, KDLoss: 0.4483, 
2022-07-23 21:13:58 - train: epoch 0080, iter [02900, 05004], lr: 0.001000, loss: 1.7626, stu_CELoss: 1.3610, KDLoss: 0.4016, 
2022-07-23 21:14:31 - train: epoch 0080, iter [03000, 05004], lr: 0.001000, loss: 1.7454, stu_CELoss: 1.2987, KDLoss: 0.4467, 
2022-07-23 21:15:04 - train: epoch 0080, iter [03100, 05004], lr: 0.001000, loss: 1.5704, stu_CELoss: 1.2049, KDLoss: 0.3655, 
2022-07-23 21:15:37 - train: epoch 0080, iter [03200, 05004], lr: 0.001000, loss: 1.7169, stu_CELoss: 1.2826, KDLoss: 0.4342, 
2022-07-23 21:16:10 - train: epoch 0080, iter [03300, 05004], lr: 0.001000, loss: 1.6337, stu_CELoss: 1.2545, KDLoss: 0.3792, 
2022-07-23 21:16:43 - train: epoch 0080, iter [03400, 05004], lr: 0.001000, loss: 1.5017, stu_CELoss: 1.0965, KDLoss: 0.4051, 
2022-07-23 21:17:16 - train: epoch 0080, iter [03500, 05004], lr: 0.001000, loss: 1.5852, stu_CELoss: 1.2000, KDLoss: 0.3851, 
2022-07-23 21:17:49 - train: epoch 0080, iter [03600, 05004], lr: 0.001000, loss: 1.6715, stu_CELoss: 1.2077, KDLoss: 0.4638, 
2022-07-23 21:18:20 - train: epoch 0080, iter [03700, 05004], lr: 0.001000, loss: 1.6279, stu_CELoss: 1.2125, KDLoss: 0.4154, 
2022-07-23 21:18:53 - train: epoch 0080, iter [03800, 05004], lr: 0.001000, loss: 1.8492, stu_CELoss: 1.3786, KDLoss: 0.4706, 
2022-07-23 21:19:26 - train: epoch 0080, iter [03900, 05004], lr: 0.001000, loss: 1.5077, stu_CELoss: 1.1314, KDLoss: 0.3763, 
2022-07-23 21:19:58 - train: epoch 0080, iter [04000, 05004], lr: 0.001000, loss: 1.7896, stu_CELoss: 1.3792, KDLoss: 0.4104, 
2022-07-23 21:20:31 - train: epoch 0080, iter [04100, 05004], lr: 0.001000, loss: 1.7937, stu_CELoss: 1.3401, KDLoss: 0.4536, 
2022-07-23 21:21:04 - train: epoch 0080, iter [04200, 05004], lr: 0.001000, loss: 1.5138, stu_CELoss: 1.1840, KDLoss: 0.3298, 
2022-07-23 21:21:37 - train: epoch 0080, iter [04300, 05004], lr: 0.001000, loss: 1.8201, stu_CELoss: 1.4123, KDLoss: 0.4078, 
2022-07-23 21:22:09 - train: epoch 0080, iter [04400, 05004], lr: 0.001000, loss: 1.6357, stu_CELoss: 1.2397, KDLoss: 0.3960, 
2022-07-23 21:22:43 - train: epoch 0080, iter [04500, 05004], lr: 0.001000, loss: 1.8049, stu_CELoss: 1.3711, KDLoss: 0.4338, 
2022-07-23 21:23:15 - train: epoch 0080, iter [04600, 05004], lr: 0.001000, loss: 1.7650, stu_CELoss: 1.2845, KDLoss: 0.4805, 
2022-07-23 21:23:48 - train: epoch 0080, iter [04700, 05004], lr: 0.001000, loss: 1.6280, stu_CELoss: 1.1941, KDLoss: 0.4339, 
2022-07-23 21:24:21 - train: epoch 0080, iter [04800, 05004], lr: 0.001000, loss: 1.6899, stu_CELoss: 1.2781, KDLoss: 0.4118, 
2022-07-23 21:24:53 - train: epoch 0080, iter [04900, 05004], lr: 0.001000, loss: 1.8206, stu_CELoss: 1.3580, KDLoss: 0.4626, 
2022-07-23 21:25:25 - train: epoch 0080, iter [05000, 05004], lr: 0.001000, loss: 1.5249, stu_CELoss: 1.0900, KDLoss: 0.4349, 
2022-07-23 21:25:26 - train: epoch 080, train_loss: 1.6492
2022-07-23 21:27:52 - eval: epoch: 080, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.582%, stu_acc5: 90.162%, stu_test_loss: 1.1520
2022-07-23 21:27:53 - until epoch: 080, tea_best_acc1: 73.728%, stu_best_acc1: 71.582%
2022-07-23 21:27:53 - epoch 081 lr: 0.001000
2022-07-23 21:28:31 - train: epoch 0081, iter [00100, 05004], lr: 0.001000, loss: 1.6494, stu_CELoss: 1.2470, KDLoss: 0.4023, 
2022-07-23 21:29:05 - train: epoch 0081, iter [00200, 05004], lr: 0.001000, loss: 1.5631, stu_CELoss: 1.1549, KDLoss: 0.4082, 
2022-07-23 21:29:37 - train: epoch 0081, iter [00300, 05004], lr: 0.001000, loss: 1.5339, stu_CELoss: 1.1388, KDLoss: 0.3951, 
2022-07-23 21:30:11 - train: epoch 0081, iter [00400, 05004], lr: 0.001000, loss: 1.5832, stu_CELoss: 1.1773, KDLoss: 0.4059, 
2022-07-23 21:30:44 - train: epoch 0081, iter [00500, 05004], lr: 0.001000, loss: 1.9932, stu_CELoss: 1.4620, KDLoss: 0.5312, 
2022-07-23 21:31:17 - train: epoch 0081, iter [00600, 05004], lr: 0.001000, loss: 1.6343, stu_CELoss: 1.2107, KDLoss: 0.4236, 
2022-07-23 21:31:50 - train: epoch 0081, iter [00700, 05004], lr: 0.001000, loss: 1.5644, stu_CELoss: 1.1071, KDLoss: 0.4573, 
2022-07-23 21:32:23 - train: epoch 0081, iter [00800, 05004], lr: 0.001000, loss: 1.8154, stu_CELoss: 1.4024, KDLoss: 0.4130, 
2022-07-23 21:32:55 - train: epoch 0081, iter [00900, 05004], lr: 0.001000, loss: 1.6171, stu_CELoss: 1.2117, KDLoss: 0.4054, 
2022-07-23 21:33:28 - train: epoch 0081, iter [01000, 05004], lr: 0.001000, loss: 1.5683, stu_CELoss: 1.1699, KDLoss: 0.3984, 
2022-07-23 21:33:59 - train: epoch 0081, iter [01100, 05004], lr: 0.001000, loss: 1.4676, stu_CELoss: 1.0742, KDLoss: 0.3934, 
2022-07-23 21:34:32 - train: epoch 0081, iter [01200, 05004], lr: 0.001000, loss: 1.6123, stu_CELoss: 1.2260, KDLoss: 0.3863, 
2022-07-23 21:35:05 - train: epoch 0081, iter [01300, 05004], lr: 0.001000, loss: 1.6877, stu_CELoss: 1.2748, KDLoss: 0.4129, 
