2022-07-20 19:16:46 - epoch 009 lr: 0.000010
2022-07-20 19:17:26 - train: epoch 0009, iter [00100, 14658], lr: 0.000010, total_loss: 0.4143, cls_loss: 0.2449, reg_loss: 0.1695, 
2022-07-20 19:38:48 - train: epoch 0009, iter [03300, 14658], lr: 0.000010, total_loss: 0.3353, cls_loss: 0.1863, reg_loss: 0.1490, 
2022-07-20 19:39:29 - train: epoch 0009, iter [03400, 14658], lr: 0.000010, total_loss: 0.4574, cls_loss: 0.2964, reg_loss: 0.1611, 
2022-07-20 19:40:09 - train: epoch 0009, iter [03500, 14658], lr: 0.000010, total_loss: 0.4689, cls_loss: 0.2764, reg_loss: 0.1925, 
2022-07-20 19:40:49 - train: epoch 0009, iter [03600, 14658], lr: 0.000010, total_loss: 0.3290, cls_loss: 0.2014, reg_loss: 0.1276, 
2022-07-20 19:41:32 - train: epoch 0009, iter [03700, 14658], lr: 0.000010, total_loss: 0.3748, cls_loss: 0.2036, reg_loss: 0.1712, 
2022-07-20 19:42:12 - train: epoch 0009, iter [03800, 14658], lr: 0.000010, total_loss: 0.4630, cls_loss: 0.2716, reg_loss: 0.1914, 
2022-07-20 19:42:53 - train: epoch 0009, iter [03900, 14658], lr: 0.000010, total_loss: 0.4654, cls_loss: 0.2899, reg_loss: 0.1755, 
2022-07-20 19:43:33 - train: epoch 0009, iter [04000, 14658], lr: 0.000010, total_loss: 0.4775, cls_loss: 0.2885, reg_loss: 0.1890, 
2022-07-20 19:44:13 - train: epoch 0009, iter [04100, 14658], lr: 0.000010, total_loss: 0.4190, cls_loss: 0.2375, reg_loss: 0.1815, 
2022-07-20 19:44:54 - train: epoch 0009, iter [04200, 14658], lr: 0.000010, total_loss: 0.4655, cls_loss: 0.2592, reg_loss: 0.2064, 
2022-07-20 19:45:34 - train: epoch 0009, iter [04300, 14658], lr: 0.000010, total_loss: 0.4111, cls_loss: 0.2399, reg_loss: 0.1712, 
2022-07-20 19:46:14 - train: epoch 0009, iter [04400, 14658], lr: 0.000010, total_loss: 0.4422, cls_loss: 0.2637, reg_loss: 0.1785, 
2022-07-20 19:46:57 - train: epoch 0009, iter [04500, 14658], lr: 0.000010, total_loss: 0.4780, cls_loss: 0.2914, reg_loss: 0.1866, 
2022-07-20 19:47:37 - train: epoch 0009, iter [04600, 14658], lr: 0.000010, total_loss: 0.3835, cls_loss: 0.1994, reg_loss: 0.1841, 
2022-07-20 19:48:17 - train: epoch 0009, iter [04700, 14658], lr: 0.000010, total_loss: 0.5094, cls_loss: 0.3275, reg_loss: 0.1819, 
2022-07-20 19:49:00 - train: epoch 0009, iter [04800, 14658], lr: 0.000010, total_loss: 0.4821, cls_loss: 0.2910, reg_loss: 0.1911, 
2022-07-20 19:49:38 - train: epoch 0009, iter [04900, 14658], lr: 0.000010, total_loss: 0.6172, cls_loss: 0.4328, reg_loss: 0.1845, 
2022-07-20 19:50:17 - train: epoch 0009, iter [05000, 14658], lr: 0.000010, total_loss: 0.5809, cls_loss: 0.3497, reg_loss: 0.2312, 
2022-07-20 19:50:57 - train: epoch 0009, iter [05100, 14658], lr: 0.000010, total_loss: 0.3495, cls_loss: 0.1851, reg_loss: 0.1645, 
2022-07-20 19:51:39 - train: epoch 0009, iter [05200, 14658], lr: 0.000010, total_loss: 0.2390, cls_loss: 0.1137, reg_loss: 0.1253, 
2022-07-20 19:52:17 - train: epoch 0009, iter [05300, 14658], lr: 0.000010, total_loss: 0.2618, cls_loss: 0.1437, reg_loss: 0.1182, 
2022-07-20 19:53:01 - train: epoch 0009, iter [05400, 14658], lr: 0.000010, total_loss: 0.4648, cls_loss: 0.2633, reg_loss: 0.2015, 
2022-07-20 19:53:41 - train: epoch 0009, iter [05500, 14658], lr: 0.000010, total_loss: 0.3816, cls_loss: 0.2188, reg_loss: 0.1628, 
2022-07-20 19:54:21 - train: epoch 0009, iter [05600, 14658], lr: 0.000010, total_loss: 0.3748, cls_loss: 0.1994, reg_loss: 0.1753, 
2022-07-20 19:55:04 - train: epoch 0009, iter [05700, 14658], lr: 0.000010, total_loss: 0.3671, cls_loss: 0.2217, reg_loss: 0.1454, 
2022-07-20 19:55:41 - train: epoch 0009, iter [05800, 14658], lr: 0.000010, total_loss: 0.3442, cls_loss: 0.2013, reg_loss: 0.1429, 
2022-07-20 19:56:23 - train: epoch 0009, iter [05900, 14658], lr: 0.000010, total_loss: 0.4511, cls_loss: 0.2695, reg_loss: 0.1816, 
2022-07-20 19:57:01 - train: epoch 0009, iter [06000, 14658], lr: 0.000010, total_loss: 0.3250, cls_loss: 0.1882, reg_loss: 0.1367, 
2022-07-20 19:57:44 - train: epoch 0009, iter [06100, 14658], lr: 0.000010, total_loss: 0.4054, cls_loss: 0.2232, reg_loss: 0.1822, 
2022-07-20 19:58:24 - train: epoch 0009, iter [06200, 14658], lr: 0.000010, total_loss: 0.5281, cls_loss: 0.3299, reg_loss: 0.1983, 
2022-07-20 19:59:04 - train: epoch 0009, iter [06300, 14658], lr: 0.000010, total_loss: 0.4220, cls_loss: 0.2628, reg_loss: 0.1592, 
2022-07-20 19:59:47 - train: epoch 0009, iter [06400, 14658], lr: 0.000010, total_loss: 0.4369, cls_loss: 0.2468, reg_loss: 0.1901, 
2022-07-20 20:00:23 - train: epoch 0009, iter [06500, 14658], lr: 0.000010, total_loss: 0.4059, cls_loss: 0.2177, reg_loss: 0.1882, 
2022-07-20 20:01:03 - train: epoch 0009, iter [06600, 14658], lr: 0.000010, total_loss: 0.4137, cls_loss: 0.2427, reg_loss: 0.1710, 
2022-07-20 20:01:39 - train: epoch 0009, iter [06700, 14658], lr: 0.000010, total_loss: 0.5257, cls_loss: 0.3453, reg_loss: 0.1804, 
2022-07-20 20:02:20 - train: epoch 0009, iter [06800, 14658], lr: 0.000010, total_loss: 0.3332, cls_loss: 0.1802, reg_loss: 0.1529, 
2022-07-20 20:02:56 - train: epoch 0009, iter [06900, 14658], lr: 0.000010, total_loss: 0.3751, cls_loss: 0.2195, reg_loss: 0.1556, 
2022-07-20 20:03:37 - train: epoch 0009, iter [07000, 14658], lr: 0.000010, total_loss: 0.4046, cls_loss: 0.2170, reg_loss: 0.1877, 
2022-07-20 20:04:17 - train: epoch 0009, iter [07100, 14658], lr: 0.000010, total_loss: 0.3623, cls_loss: 0.1902, reg_loss: 0.1721, 
2022-07-20 20:04:55 - train: epoch 0009, iter [07200, 14658], lr: 0.000010, total_loss: 0.4548, cls_loss: 0.2639, reg_loss: 0.1909, 
2022-07-20 20:05:34 - train: epoch 0009, iter [07300, 14658], lr: 0.000010, total_loss: 0.3925, cls_loss: 0.2419, reg_loss: 0.1506, 
2022-07-20 20:06:13 - train: epoch 0009, iter [07400, 14658], lr: 0.000010, total_loss: 0.4709, cls_loss: 0.2864, reg_loss: 0.1845, 
2022-07-20 20:06:53 - train: epoch 0009, iter [07500, 14658], lr: 0.000010, total_loss: 0.5268, cls_loss: 0.2988, reg_loss: 0.2280, 
2022-07-20 20:07:29 - train: epoch 0009, iter [07600, 14658], lr: 0.000010, total_loss: 0.2130, cls_loss: 0.1104, reg_loss: 0.1026, 
2022-07-20 20:08:10 - train: epoch 0009, iter [07700, 14658], lr: 0.000010, total_loss: 0.4457, cls_loss: 0.2494, reg_loss: 0.1962, 
2022-07-20 20:08:49 - train: epoch 0009, iter [07800, 14658], lr: 0.000010, total_loss: 0.3366, cls_loss: 0.1764, reg_loss: 0.1602, 
2022-07-20 20:09:27 - train: epoch 0009, iter [07900, 14658], lr: 0.000010, total_loss: 0.4735, cls_loss: 0.3016, reg_loss: 0.1719, 
2022-07-20 20:10:06 - train: epoch 0009, iter [08000, 14658], lr: 0.000010, total_loss: 0.4926, cls_loss: 0.2961, reg_loss: 0.1965, 
2022-07-20 20:10:44 - train: epoch 0009, iter [08100, 14658], lr: 0.000010, total_loss: 0.4748, cls_loss: 0.2751, reg_loss: 0.1997, 
2022-07-20 20:11:25 - train: epoch 0009, iter [08200, 14658], lr: 0.000010, total_loss: 0.3806, cls_loss: 0.2170, reg_loss: 0.1636, 
2022-07-20 20:12:01 - train: epoch 0009, iter [08300, 14658], lr: 0.000010, total_loss: 0.3784, cls_loss: 0.2058, reg_loss: 0.1726, 
2022-07-20 20:12:42 - train: epoch 0009, iter [08400, 14658], lr: 0.000010, total_loss: 0.4119, cls_loss: 0.2346, reg_loss: 0.1773, 
2022-07-20 20:13:19 - train: epoch 0009, iter [08500, 14658], lr: 0.000010, total_loss: 0.3676, cls_loss: 0.2050, reg_loss: 0.1627, 
2022-07-20 20:13:59 - train: epoch 0009, iter [08600, 14658], lr: 0.000010, total_loss: 0.4356, cls_loss: 0.2594, reg_loss: 0.1762, 
2022-07-20 20:14:38 - train: epoch 0009, iter [08700, 14658], lr: 0.000010, total_loss: 0.3806, cls_loss: 0.2205, reg_loss: 0.1601, 
2022-07-20 20:15:16 - train: epoch 0009, iter [08800, 14658], lr: 0.000010, total_loss: 0.3886, cls_loss: 0.2267, reg_loss: 0.1619, 
2022-07-20 20:15:56 - train: epoch 0009, iter [08900, 14658], lr: 0.000010, total_loss: 0.4041, cls_loss: 0.2279, reg_loss: 0.1762, 
2022-07-20 20:16:33 - train: epoch 0009, iter [09000, 14658], lr: 0.000010, total_loss: 0.2713, cls_loss: 0.1278, reg_loss: 0.1435, 
2022-07-20 20:17:15 - train: epoch 0009, iter [09100, 14658], lr: 0.000010, total_loss: 0.4337, cls_loss: 0.2570, reg_loss: 0.1767, 
2022-07-20 20:17:53 - train: epoch 0009, iter [09200, 14658], lr: 0.000010, total_loss: 0.2996, cls_loss: 0.1569, reg_loss: 0.1428, 
2022-07-20 20:18:31 - train: epoch 0009, iter [09300, 14658], lr: 0.000010, total_loss: 0.4388, cls_loss: 0.2462, reg_loss: 0.1926, 
2022-07-20 20:19:10 - train: epoch 0009, iter [09400, 14658], lr: 0.000010, total_loss: 0.3107, cls_loss: 0.1762, reg_loss: 0.1345, 
2022-07-20 20:19:48 - train: epoch 0009, iter [09500, 14658], lr: 0.000010, total_loss: 0.4517, cls_loss: 0.2688, reg_loss: 0.1829, 
2022-07-20 20:20:26 - train: epoch 0009, iter [09600, 14658], lr: 0.000010, total_loss: 0.3460, cls_loss: 0.1898, reg_loss: 0.1562, 
2022-07-20 20:21:04 - train: epoch 0009, iter [09700, 14658], lr: 0.000010, total_loss: 0.4320, cls_loss: 0.2413, reg_loss: 0.1906, 
2022-07-20 20:21:45 - train: epoch 0009, iter [09800, 14658], lr: 0.000010, total_loss: 0.3694, cls_loss: 0.2274, reg_loss: 0.1420, 
2022-07-20 20:22:21 - train: epoch 0009, iter [09900, 14658], lr: 0.000010, total_loss: 0.4500, cls_loss: 0.2587, reg_loss: 0.1913, 
2022-07-20 20:23:02 - train: epoch 0009, iter [10000, 14658], lr: 0.000010, total_loss: 0.3622, cls_loss: 0.1823, reg_loss: 0.1799, 
2022-07-20 20:23:41 - train: epoch 0009, iter [10100, 14658], lr: 0.000010, total_loss: 0.4069, cls_loss: 0.2623, reg_loss: 0.1447, 
2022-07-20 20:24:19 - train: epoch 0009, iter [10200, 14658], lr: 0.000010, total_loss: 0.4753, cls_loss: 0.2907, reg_loss: 0.1846, 
2022-07-20 20:24:58 - train: epoch 0009, iter [10300, 14658], lr: 0.000010, total_loss: 0.3281, cls_loss: 0.1763, reg_loss: 0.1518, 
2022-07-20 20:25:36 - train: epoch 0009, iter [10400, 14658], lr: 0.000010, total_loss: 0.3424, cls_loss: 0.1773, reg_loss: 0.1651, 
2022-07-20 20:26:18 - train: epoch 0009, iter [10500, 14658], lr: 0.000010, total_loss: 0.3901, cls_loss: 0.2278, reg_loss: 0.1624, 
2022-07-20 20:26:58 - train: epoch 0009, iter [10600, 14658], lr: 0.000010, total_loss: 0.5255, cls_loss: 0.3471, reg_loss: 0.1784, 
2022-07-20 20:27:36 - train: epoch 0009, iter [10700, 14658], lr: 0.000010, total_loss: 0.2902, cls_loss: 0.1572, reg_loss: 0.1331, 
2022-07-20 20:28:15 - train: epoch 0009, iter [10800, 14658], lr: 0.000010, total_loss: 0.3787, cls_loss: 0.2037, reg_loss: 0.1750, 
2022-07-20 20:28:54 - train: epoch 0009, iter [10900, 14658], lr: 0.000010, total_loss: 0.4580, cls_loss: 0.2527, reg_loss: 0.2053, 
2022-07-20 20:29:33 - train: epoch 0009, iter [11000, 14658], lr: 0.000010, total_loss: 0.4702, cls_loss: 0.2941, reg_loss: 0.1761, 
2022-07-20 20:30:11 - train: epoch 0009, iter [11100, 14658], lr: 0.000010, total_loss: 0.5951, cls_loss: 0.4150, reg_loss: 0.1801, 
2022-07-20 20:30:51 - train: epoch 0009, iter [11200, 14658], lr: 0.000010, total_loss: 0.4387, cls_loss: 0.2404, reg_loss: 0.1983, 
2022-07-20 20:31:32 - train: epoch 0009, iter [11300, 14658], lr: 0.000010, total_loss: 0.4189, cls_loss: 0.2552, reg_loss: 0.1637, 
2022-07-20 20:32:10 - train: epoch 0009, iter [11400, 14658], lr: 0.000010, total_loss: 0.3368, cls_loss: 0.2003, reg_loss: 0.1365, 
2022-07-20 20:32:48 - train: epoch 0009, iter [11500, 14658], lr: 0.000010, total_loss: 0.3701, cls_loss: 0.1907, reg_loss: 0.1794, 
2022-07-20 20:33:27 - train: epoch 0009, iter [11600, 14658], lr: 0.000010, total_loss: 0.4636, cls_loss: 0.2611, reg_loss: 0.2025, 
2022-07-20 20:34:07 - train: epoch 0009, iter [11700, 14658], lr: 0.000010, total_loss: 0.3752, cls_loss: 0.2115, reg_loss: 0.1637, 
2022-07-20 20:34:45 - train: epoch 0009, iter [11800, 14658], lr: 0.000010, total_loss: 0.3535, cls_loss: 0.1872, reg_loss: 0.1663, 
2022-07-20 20:35:25 - train: epoch 0009, iter [11900, 14658], lr: 0.000010, total_loss: 0.3581, cls_loss: 0.2024, reg_loss: 0.1556, 
2022-07-20 20:36:06 - train: epoch 0009, iter [12000, 14658], lr: 0.000010, total_loss: 0.4320, cls_loss: 0.2469, reg_loss: 0.1851, 
2022-07-20 20:36:45 - train: epoch 0009, iter [12100, 14658], lr: 0.000010, total_loss: 0.3931, cls_loss: 0.2393, reg_loss: 0.1538, 
2022-07-20 20:37:24 - train: epoch 0009, iter [12200, 14658], lr: 0.000010, total_loss: 0.4850, cls_loss: 0.3021, reg_loss: 0.1829, 
2022-07-20 20:38:02 - train: epoch 0009, iter [12300, 14658], lr: 0.000010, total_loss: 0.3753, cls_loss: 0.1927, reg_loss: 0.1825, 
2022-07-20 20:38:41 - train: epoch 0009, iter [12400, 14658], lr: 0.000010, total_loss: 0.3802, cls_loss: 0.1978, reg_loss: 0.1824, 
2022-07-20 20:39:22 - train: epoch 0009, iter [12500, 14658], lr: 0.000010, total_loss: 0.4384, cls_loss: 0.2645, reg_loss: 0.1739, 
2022-07-20 20:40:00 - train: epoch 0009, iter [12600, 14658], lr: 0.000010, total_loss: 0.4579, cls_loss: 0.2642, reg_loss: 0.1936, 
2022-07-20 20:40:39 - train: epoch 0009, iter [12700, 14658], lr: 0.000010, total_loss: 0.3924, cls_loss: 0.2311, reg_loss: 0.1613, 
2022-07-20 20:41:18 - train: epoch 0009, iter [12800, 14658], lr: 0.000010, total_loss: 0.3767, cls_loss: 0.1899, reg_loss: 0.1868, 
2022-07-20 20:41:58 - train: epoch 0009, iter [12900, 14658], lr: 0.000010, total_loss: 0.4677, cls_loss: 0.2706, reg_loss: 0.1971, 
2022-07-20 20:42:36 - train: epoch 0009, iter [13000, 14658], lr: 0.000010, total_loss: 0.3803, cls_loss: 0.2067, reg_loss: 0.1736, 
2022-07-20 20:43:16 - train: epoch 0009, iter [13100, 14658], lr: 0.000010, total_loss: 0.3203, cls_loss: 0.1774, reg_loss: 0.1429, 
2022-07-20 20:43:57 - train: epoch 0009, iter [13200, 14658], lr: 0.000010, total_loss: 0.4607, cls_loss: 0.2587, reg_loss: 0.2020, 
2022-07-20 20:44:36 - train: epoch 0009, iter [13300, 14658], lr: 0.000010, total_loss: 0.3326, cls_loss: 0.1750, reg_loss: 0.1576, 
2022-07-20 20:45:15 - train: epoch 0009, iter [13400, 14658], lr: 0.000010, total_loss: 0.3895, cls_loss: 0.2387, reg_loss: 0.1507, 
2022-07-20 20:45:53 - train: epoch 0009, iter [13500, 14658], lr: 0.000010, total_loss: 0.3683, cls_loss: 0.2141, reg_loss: 0.1542, 
2022-07-20 20:46:32 - train: epoch 0009, iter [13600, 14658], lr: 0.000010, total_loss: 0.3499, cls_loss: 0.2220, reg_loss: 0.1279, 
2022-07-20 20:47:11 - train: epoch 0009, iter [13700, 14658], lr: 0.000010, total_loss: 0.4486, cls_loss: 0.2560, reg_loss: 0.1926, 
2022-07-20 20:47:50 - train: epoch 0009, iter [13800, 14658], lr: 0.000010, total_loss: 0.4668, cls_loss: 0.2775, reg_loss: 0.1894, 
2022-07-20 20:48:30 - train: epoch 0009, iter [13900, 14658], lr: 0.000010, total_loss: 0.5325, cls_loss: 0.3485, reg_loss: 0.1839, 
2022-07-20 20:49:07 - train: epoch 0009, iter [14000, 14658], lr: 0.000010, total_loss: 0.5802, cls_loss: 0.3513, reg_loss: 0.2289, 
2022-07-20 20:49:49 - train: epoch 0009, iter [14100, 14658], lr: 0.000010, total_loss: 0.3201, cls_loss: 0.1723, reg_loss: 0.1478, 
2022-07-20 20:50:27 - train: epoch 0009, iter [14200, 14658], lr: 0.000010, total_loss: 0.4769, cls_loss: 0.2891, reg_loss: 0.1879, 
2022-07-20 20:51:07 - train: epoch 0009, iter [14300, 14658], lr: 0.000010, total_loss: 0.3855, cls_loss: 0.2207, reg_loss: 0.1647, 
2022-07-20 20:51:48 - train: epoch 0009, iter [14400, 14658], lr: 0.000010, total_loss: 0.3969, cls_loss: 0.2553, reg_loss: 0.1416, 
2022-07-20 20:52:24 - train: epoch 0009, iter [14500, 14658], lr: 0.000010, total_loss: 0.5311, cls_loss: 0.3162, reg_loss: 0.2150, 
2022-07-20 20:53:02 - train: epoch 0009, iter [14600, 14658], lr: 0.000010, total_loss: 0.4406, cls_loss: 0.2458, reg_loss: 0.1948, 
2022-07-20 20:53:25 - train: epoch 009, train_loss: 0.4114
2022-07-20 20:53:26 - until epoch: 009, best_metric: 29.439%
2022-07-20 20:53:26 - epoch 010 lr: 0.000010
2022-07-20 20:54:09 - train: epoch 0010, iter [00100, 14658], lr: 0.000010, total_loss: 0.3816, cls_loss: 0.2019, reg_loss: 0.1797, 
2022-07-20 20:54:46 - train: epoch 0010, iter [00200, 14658], lr: 0.000010, total_loss: 0.4426, cls_loss: 0.2353, reg_loss: 0.2073, 
2022-07-20 20:55:24 - train: epoch 0010, iter [00300, 14658], lr: 0.000010, total_loss: 0.3901, cls_loss: 0.2309, reg_loss: 0.1592, 
2022-07-20 20:56:05 - train: epoch 0010, iter [00400, 14658], lr: 0.000010, total_loss: 0.5105, cls_loss: 0.3041, reg_loss: 0.2064, 
2022-07-20 20:56:41 - train: epoch 0010, iter [00500, 14658], lr: 0.000010, total_loss: 0.4406, cls_loss: 0.2579, reg_loss: 0.1826, 
2022-07-20 20:57:22 - train: epoch 0010, iter [00600, 14658], lr: 0.000010, total_loss: 0.3969, cls_loss: 0.2202, reg_loss: 0.1767, 
2022-07-20 20:58:00 - train: epoch 0010, iter [00700, 14658], lr: 0.000010, total_loss: 0.4252, cls_loss: 0.2701, reg_loss: 0.1551, 
2022-07-20 20:58:40 - train: epoch 0010, iter [00800, 14658], lr: 0.000010, total_loss: 0.3373, cls_loss: 0.1974, reg_loss: 0.1399, 
2022-07-20 20:59:17 - train: epoch 0010, iter [00900, 14658], lr: 0.000010, total_loss: 0.3245, cls_loss: 0.2034, reg_loss: 0.1211, 
2022-07-20 20:59:57 - train: epoch 0010, iter [01000, 14658], lr: 0.000010, total_loss: 0.4239, cls_loss: 0.2563, reg_loss: 0.1677, 
2022-07-20 21:00:38 - train: epoch 0010, iter [01100, 14658], lr: 0.000010, total_loss: 0.4383, cls_loss: 0.2624, reg_loss: 0.1759, 
2022-07-20 21:01:13 - train: epoch 0010, iter [01200, 14658], lr: 0.000010, total_loss: 0.4423, cls_loss: 0.2716, reg_loss: 0.1707, 
2022-07-20 21:01:54 - train: epoch 0010, iter [01300, 14658], lr: 0.000010, total_loss: 0.4160, cls_loss: 0.2231, reg_loss: 0.1930, 
2022-07-20 21:02:32 - train: epoch 0010, iter [01400, 14658], lr: 0.000010, total_loss: 0.5055, cls_loss: 0.3127, reg_loss: 0.1929, 
2022-07-20 21:03:11 - train: epoch 0010, iter [01500, 14658], lr: 0.000010, total_loss: 0.3760, cls_loss: 0.1896, reg_loss: 0.1864, 
2022-07-20 21:03:49 - train: epoch 0010, iter [01600, 14658], lr: 0.000010, total_loss: 0.3500, cls_loss: 0.2044, reg_loss: 0.1456, 
2022-07-20 21:04:29 - train: epoch 0010, iter [01700, 14658], lr: 0.000010, total_loss: 0.4477, cls_loss: 0.2724, reg_loss: 0.1752, 
2022-07-20 21:05:10 - train: epoch 0010, iter [01800, 14658], lr: 0.000010, total_loss: 0.3876, cls_loss: 0.2265, reg_loss: 0.1612, 
2022-07-20 21:05:48 - train: epoch 0010, iter [01900, 14658], lr: 0.000010, total_loss: 0.4679, cls_loss: 0.2716, reg_loss: 0.1963, 
2022-07-20 21:06:27 - train: epoch 0010, iter [02000, 14658], lr: 0.000010, total_loss: 0.4593, cls_loss: 0.2785, reg_loss: 0.1809, 
2022-07-20 21:07:06 - train: epoch 0010, iter [02100, 14658], lr: 0.000010, total_loss: 0.3262, cls_loss: 0.1754, reg_loss: 0.1508, 
2022-07-20 21:07:45 - train: epoch 0010, iter [02200, 14658], lr: 0.000010, total_loss: 0.4559, cls_loss: 0.2674, reg_loss: 0.1885, 
2022-07-20 21:08:26 - train: epoch 0010, iter [02300, 14658], lr: 0.000010, total_loss: 0.3221, cls_loss: 0.1641, reg_loss: 0.1580, 
2022-07-20 21:09:04 - train: epoch 0010, iter [02400, 14658], lr: 0.000010, total_loss: 0.4656, cls_loss: 0.2750, reg_loss: 0.1906, 
2022-07-20 21:09:43 - train: epoch 0010, iter [02500, 14658], lr: 0.000010, total_loss: 0.3372, cls_loss: 0.1667, reg_loss: 0.1704, 
2022-07-20 21:10:22 - train: epoch 0010, iter [02600, 14658], lr: 0.000010, total_loss: 0.3721, cls_loss: 0.2130, reg_loss: 0.1592, 
2022-07-20 21:11:00 - train: epoch 0010, iter [02700, 14658], lr: 0.000010, total_loss: 0.3403, cls_loss: 0.1864, reg_loss: 0.1539, 
2022-07-20 21:11:39 - train: epoch 0010, iter [02800, 14658], lr: 0.000010, total_loss: 0.4172, cls_loss: 0.2340, reg_loss: 0.1832, 
