2022-10-04 00:00:29 - train: epoch 0029, iter [06400, 10009], lr: 0.013468, weight_decay: 0.000100, momentum_teacher: 0.996756, loss: 3.3316
2022-10-04 01:51:59 - train: epoch 0030, iter [02300, 10009], lr: 0.013373, weight_decay: 0.000100, momentum_teacher: 0.996786, loss: 3.4943
2022-10-04 01:52:46 - train: epoch 0030, iter [02400, 10009], lr: 0.013371, weight_decay: 0.000100, momentum_teacher: 0.996786, loss: 3.5539
2022-10-04 01:54:59 - train: epoch 0030, iter [02500, 10009], lr: 0.013370, weight_decay: 0.000100, momentum_teacher: 0.996787, loss: 3.6866
2022-10-04 01:56:17 - train: epoch 0030, iter [02600, 10009], lr: 0.013368, weight_decay: 0.000100, momentum_teacher: 0.996787, loss: 3.4263
2022-10-04 01:59:09 - train: epoch 0030, iter [02700, 10009], lr: 0.013366, weight_decay: 0.000100, momentum_teacher: 0.996788, loss: 3.5692
2022-10-04 02:02:29 - train: epoch 0030, iter [02800, 10009], lr: 0.013365, weight_decay: 0.000100, momentum_teacher: 0.996788, loss: 3.5477
2022-10-04 02:04:57 - train: epoch 0030, iter [02900, 10009], lr: 0.013363, weight_decay: 0.000100, momentum_teacher: 0.996789, loss: 3.3574
2022-10-04 02:08:56 - train: epoch 0030, iter [03000, 10009], lr: 0.013362, weight_decay: 0.000100, momentum_teacher: 0.996789, loss: 3.6648
2022-10-04 02:13:16 - train: epoch 0030, iter [03100, 10009], lr: 0.013360, weight_decay: 0.000100, momentum_teacher: 0.996790, loss: 3.3570
2022-10-04 02:18:06 - train: epoch 0030, iter [03200, 10009], lr: 0.013358, weight_decay: 0.000100, momentum_teacher: 0.996790, loss: 3.4504
2022-10-04 02:22:29 - train: epoch 0030, iter [03300, 10009], lr: 0.013357, weight_decay: 0.000100, momentum_teacher: 0.996791, loss: 3.3383
2022-10-04 02:27:55 - train: epoch 0030, iter [03400, 10009], lr: 0.013355, weight_decay: 0.000100, momentum_teacher: 0.996791, loss: 3.3988
2022-10-04 02:31:44 - train: epoch 0030, iter [03500, 10009], lr: 0.013353, weight_decay: 0.000100, momentum_teacher: 0.996792, loss: 3.6413
2022-10-04 02:39:26 - train: epoch 0030, iter [03600, 10009], lr: 0.013352, weight_decay: 0.000100, momentum_teacher: 0.996792, loss: 3.5046
2022-10-04 02:47:06 - train: epoch 0030, iter [03700, 10009], lr: 0.013350, weight_decay: 0.000100, momentum_teacher: 0.996793, loss: 3.4914
2022-10-04 02:53:59 - train: epoch 0030, iter [03800, 10009], lr: 0.013348, weight_decay: 0.000100, momentum_teacher: 0.996793, loss: 3.5214
2022-10-04 02:57:01 - train: epoch 0030, iter [03900, 10009], lr: 0.013347, weight_decay: 0.000100, momentum_teacher: 0.996794, loss: 3.5038
2022-10-04 02:59:57 - train: epoch 0030, iter [04000, 10009], lr: 0.013345, weight_decay: 0.000100, momentum_teacher: 0.996794, loss: 3.5723
2022-10-04 03:04:08 - train: epoch 0030, iter [04100, 10009], lr: 0.013344, weight_decay: 0.000100, momentum_teacher: 0.996795, loss: 3.6040
2022-10-04 03:07:18 - train: epoch 0030, iter [04200, 10009], lr: 0.013342, weight_decay: 0.000100, momentum_teacher: 0.996795, loss: 3.4772
2022-10-04 03:09:19 - train: epoch 0030, iter [04300, 10009], lr: 0.013340, weight_decay: 0.000100, momentum_teacher: 0.996796, loss: 3.3660
2022-10-04 03:10:48 - train: epoch 0030, iter [04400, 10009], lr: 0.013339, weight_decay: 0.000100, momentum_teacher: 0.996796, loss: 3.4965
2022-10-04 03:15:57 - train: epoch 0030, iter [04500, 10009], lr: 0.013337, weight_decay: 0.000100, momentum_teacher: 0.996797, loss: 3.5847
2022-10-04 03:20:05 - train: epoch 0030, iter [04600, 10009], lr: 0.013335, weight_decay: 0.000100, momentum_teacher: 0.996797, loss: 3.5083
2022-10-04 03:23:54 - train: epoch 0030, iter [04700, 10009], lr: 0.013334, weight_decay: 0.000100, momentum_teacher: 0.996798, loss: 3.6678
2022-10-04 03:28:57 - train: epoch 0030, iter [04800, 10009], lr: 0.013332, weight_decay: 0.000100, momentum_teacher: 0.996798, loss: 3.3552
2022-10-04 03:33:15 - train: epoch 0030, iter [04900, 10009], lr: 0.013330, weight_decay: 0.000100, momentum_teacher: 0.996799, loss: 3.7696
2022-10-04 03:36:26 - train: epoch 0030, iter [05000, 10009], lr: 0.013329, weight_decay: 0.000100, momentum_teacher: 0.996799, loss: 3.7733
2022-10-04 03:41:46 - train: epoch 0030, iter [05100, 10009], lr: 0.013327, weight_decay: 0.000100, momentum_teacher: 0.996800, loss: 3.4372
2022-10-04 03:45:01 - train: epoch 0030, iter [05200, 10009], lr: 0.013325, weight_decay: 0.000100, momentum_teacher: 0.996800, loss: 3.4474
2022-10-04 03:47:43 - train: epoch 0030, iter [05300, 10009], lr: 0.013324, weight_decay: 0.000100, momentum_teacher: 0.996801, loss: 3.3466
2022-10-04 03:54:05 - train: epoch 0030, iter [05400, 10009], lr: 0.013322, weight_decay: 0.000100, momentum_teacher: 0.996801, loss: 3.7174
2022-10-04 03:58:20 - train: epoch 0030, iter [05500, 10009], lr: 0.013321, weight_decay: 0.000100, momentum_teacher: 0.996802, loss: 3.4099
2022-10-04 04:04:31 - train: epoch 0030, iter [05600, 10009], lr: 0.013319, weight_decay: 0.000100, momentum_teacher: 0.996802, loss: 3.6356
2022-10-04 04:09:27 - train: epoch 0030, iter [05700, 10009], lr: 0.013317, weight_decay: 0.000100, momentum_teacher: 0.996803, loss: 3.4379
2022-10-04 04:15:58 - train: epoch 0030, iter [05800, 10009], lr: 0.013316, weight_decay: 0.000100, momentum_teacher: 0.996803, loss: 3.3552
2022-10-04 04:21:21 - train: epoch 0030, iter [05900, 10009], lr: 0.013314, weight_decay: 0.000100, momentum_teacher: 0.996804, loss: 3.7517
2022-10-04 04:28:15 - train: epoch 0030, iter [06000, 10009], lr: 0.013312, weight_decay: 0.000100, momentum_teacher: 0.996804, loss: 3.4482
2022-10-04 04:32:22 - train: epoch 0030, iter [06100, 10009], lr: 0.013311, weight_decay: 0.000100, momentum_teacher: 0.996805, loss: 3.3679
2022-10-04 04:35:32 - train: epoch 0030, iter [06200, 10009], lr: 0.013309, weight_decay: 0.000100, momentum_teacher: 0.996805, loss: 3.5642
2022-10-04 04:39:01 - train: epoch 0030, iter [06300, 10009], lr: 0.013307, weight_decay: 0.000100, momentum_teacher: 0.996806, loss: 3.4505
2022-10-04 04:44:46 - train: epoch 0030, iter [06400, 10009], lr: 0.013306, weight_decay: 0.000100, momentum_teacher: 0.996806, loss: 3.4166
2022-10-04 04:49:36 - train: epoch 0030, iter [06500, 10009], lr: 0.013304, weight_decay: 0.000100, momentum_teacher: 0.996807, loss: 3.6695
2022-10-04 04:55:53 - train: epoch 0030, iter [06600, 10009], lr: 0.013302, weight_decay: 0.000100, momentum_teacher: 0.996807, loss: 3.6183
2022-10-04 05:01:35 - train: epoch 0030, iter [06700, 10009], lr: 0.013301, weight_decay: 0.000100, momentum_teacher: 0.996808, loss: 3.4650
2022-10-04 05:06:03 - train: epoch 0030, iter [06800, 10009], lr: 0.013299, weight_decay: 0.000100, momentum_teacher: 0.996808, loss: 3.5882
2022-10-04 05:12:30 - train: epoch 0030, iter [06900, 10009], lr: 0.013297, weight_decay: 0.000100, momentum_teacher: 0.996809, loss: 3.7432
2022-10-04 05:16:03 - train: epoch 0030, iter [07000, 10009], lr: 0.013296, weight_decay: 0.000100, momentum_teacher: 0.996809, loss: 3.7270
2022-10-04 05:20:36 - train: epoch 0030, iter [07100, 10009], lr: 0.013294, weight_decay: 0.000100, momentum_teacher: 0.996810, loss: 3.4482
2022-10-04 05:27:18 - train: epoch 0030, iter [07200, 10009], lr: 0.013292, weight_decay: 0.000100, momentum_teacher: 0.996810, loss: 3.7685
2022-10-04 05:34:02 - train: epoch 0030, iter [07300, 10009], lr: 0.013291, weight_decay: 0.000100, momentum_teacher: 0.996811, loss: 3.3834
2022-10-04 05:37:50 - train: epoch 0030, iter [07400, 10009], lr: 0.013289, weight_decay: 0.000100, momentum_teacher: 0.996811, loss: 3.3798
2022-10-04 05:44:04 - train: epoch 0030, iter [07500, 10009], lr: 0.013287, weight_decay: 0.000100, momentum_teacher: 0.996812, loss: 3.5425
2022-10-04 05:49:21 - train: epoch 0030, iter [07600, 10009], lr: 0.013286, weight_decay: 0.000100, momentum_teacher: 0.996812, loss: 3.4703
2022-10-04 05:55:31 - train: epoch 0030, iter [07700, 10009], lr: 0.013284, weight_decay: 0.000100, momentum_teacher: 0.996813, loss: 3.3672
2022-10-04 05:59:10 - train: epoch 0030, iter [07800, 10009], lr: 0.013282, weight_decay: 0.000100, momentum_teacher: 0.996813, loss: 3.5051
2022-10-04 06:05:11 - train: epoch 0030, iter [07900, 10009], lr: 0.013281, weight_decay: 0.000100, momentum_teacher: 0.996814, loss: 3.6891
2022-10-04 06:11:32 - train: epoch 0030, iter [08000, 10009], lr: 0.013279, weight_decay: 0.000100, momentum_teacher: 0.996814, loss: 3.5135
2022-10-04 06:16:32 - train: epoch 0030, iter [08100, 10009], lr: 0.013277, weight_decay: 0.000100, momentum_teacher: 0.996815, loss: 3.6158
2022-10-04 06:21:24 - train: epoch 0030, iter [08200, 10009], lr: 0.013276, weight_decay: 0.000100, momentum_teacher: 0.996815, loss: 3.5112
2022-10-04 06:26:21 - train: epoch 0030, iter [08300, 10009], lr: 0.013274, weight_decay: 0.000100, momentum_teacher: 0.996816, loss: 3.4483
2022-10-04 06:31:47 - train: epoch 0030, iter [08400, 10009], lr: 0.013272, weight_decay: 0.000100, momentum_teacher: 0.996816, loss: 3.5472
2022-10-04 06:37:57 - train: epoch 0030, iter [08500, 10009], lr: 0.013271, weight_decay: 0.000100, momentum_teacher: 0.996817, loss: 3.5961
2022-10-04 06:44:47 - train: epoch 0030, iter [08600, 10009], lr: 0.013269, weight_decay: 0.000100, momentum_teacher: 0.996817, loss: 3.2454
2022-10-04 06:49:58 - train: epoch 0030, iter [08700, 10009], lr: 0.013267, weight_decay: 0.000100, momentum_teacher: 0.996818, loss: 3.6965
2022-10-04 06:56:25 - train: epoch 0030, iter [08800, 10009], lr: 0.013266, weight_decay: 0.000100, momentum_teacher: 0.996818, loss: 3.7127
2022-10-04 07:03:35 - train: epoch 0030, iter [08900, 10009], lr: 0.013264, weight_decay: 0.000100, momentum_teacher: 0.996819, loss: 3.6625
2022-10-04 07:09:28 - train: epoch 0030, iter [09000, 10009], lr: 0.013262, weight_decay: 0.000100, momentum_teacher: 0.996819, loss: 3.6394
2022-10-04 07:13:40 - train: epoch 0030, iter [09100, 10009], lr: 0.013261, weight_decay: 0.000100, momentum_teacher: 0.996820, loss: 3.6679
2022-10-04 07:18:22 - train: epoch 0030, iter [09200, 10009], lr: 0.013259, weight_decay: 0.000100, momentum_teacher: 0.996820, loss: 3.5111
2022-10-04 07:21:35 - train: epoch 0030, iter [09300, 10009], lr: 0.013257, weight_decay: 0.000100, momentum_teacher: 0.996821, loss: 3.5274
2022-10-04 07:25:10 - train: epoch 0030, iter [09400, 10009], lr: 0.013256, weight_decay: 0.000100, momentum_teacher: 0.996821, loss: 3.4462
2022-10-04 07:29:08 - train: epoch 0030, iter [09500, 10009], lr: 0.013254, weight_decay: 0.000100, momentum_teacher: 0.996822, loss: 3.5543
2022-10-04 07:32:51 - train: epoch 0030, iter [09600, 10009], lr: 0.013252, weight_decay: 0.000100, momentum_teacher: 0.996822, loss: 3.6340
2022-10-04 07:35:18 - train: epoch 0030, iter [09700, 10009], lr: 0.013251, weight_decay: 0.000100, momentum_teacher: 0.996823, loss: 3.4915
2022-10-04 07:38:19 - train: epoch 0030, iter [09800, 10009], lr: 0.013249, weight_decay: 0.000100, momentum_teacher: 0.996823, loss: 3.5061
2022-10-04 07:41:09 - train: epoch 0030, iter [09900, 10009], lr: 0.013247, weight_decay: 0.000100, momentum_teacher: 0.996824, loss: 3.4651
2022-10-04 07:44:13 - train: epoch 0030, iter [10000, 10009], lr: 0.013246, weight_decay: 0.000100, momentum_teacher: 0.996824, loss: 3.6670
2022-10-04 07:44:19 - train: epoch 030, train_loss: 3.5258
2022-10-04 07:44:20 - until epoch: 030, best_loss: 3.5258
2022-10-04 07:44:20 - epoch 031 lr: 0.013245
2022-10-04 07:45:14 - train: epoch 0031, iter [00100, 10009], lr: 0.013244, weight_decay: 0.000100, momentum_teacher: 0.996825, loss: 3.5698
2022-10-04 07:46:02 - train: epoch 0031, iter [00200, 10009], lr: 0.013242, weight_decay: 0.000100, momentum_teacher: 0.996825, loss: 3.5325
2022-10-04 07:46:49 - train: epoch 0031, iter [00300, 10009], lr: 0.013240, weight_decay: 0.000100, momentum_teacher: 0.996826, loss: 3.6655
2022-10-04 07:47:37 - train: epoch 0031, iter [00400, 10009], lr: 0.013239, weight_decay: 0.000100, momentum_teacher: 0.996826, loss: 3.5633
2022-10-04 07:48:25 - train: epoch 0031, iter [00500, 10009], lr: 0.013237, weight_decay: 0.000100, momentum_teacher: 0.996827, loss: 3.6785
2022-10-04 07:49:12 - train: epoch 0031, iter [00600, 10009], lr: 0.013235, weight_decay: 0.000100, momentum_teacher: 0.996827, loss: 3.5199
2022-10-04 07:50:00 - train: epoch 0031, iter [00700, 10009], lr: 0.013234, weight_decay: 0.000100, momentum_teacher: 0.996828, loss: 3.6194
2022-10-04 07:50:47 - train: epoch 0031, iter [00800, 10009], lr: 0.013232, weight_decay: 0.000100, momentum_teacher: 0.996828, loss: 3.4607
2022-10-04 07:51:35 - train: epoch 0031, iter [00900, 10009], lr: 0.013230, weight_decay: 0.000100, momentum_teacher: 0.996829, loss: 3.6924
2022-10-04 07:52:23 - train: epoch 0031, iter [01000, 10009], lr: 0.013229, weight_decay: 0.000100, momentum_teacher: 0.996830, loss: 3.7795
2022-10-04 07:53:10 - train: epoch 0031, iter [01100, 10009], lr: 0.013227, weight_decay: 0.000100, momentum_teacher: 0.996830, loss: 3.1690
2022-10-04 07:53:58 - train: epoch 0031, iter [01200, 10009], lr: 0.013225, weight_decay: 0.000100, momentum_teacher: 0.996831, loss: 3.5227
2022-10-04 07:54:46 - train: epoch 0031, iter [01300, 10009], lr: 0.013224, weight_decay: 0.000100, momentum_teacher: 0.996831, loss: 3.5080
2022-10-04 07:55:33 - train: epoch 0031, iter [01400, 10009], lr: 0.013222, weight_decay: 0.000100, momentum_teacher: 0.996832, loss: 3.6164
2022-10-04 07:56:21 - train: epoch 0031, iter [01500, 10009], lr: 0.013220, weight_decay: 0.000100, momentum_teacher: 0.996832, loss: 3.4933
2022-10-04 07:57:09 - train: epoch 0031, iter [01600, 10009], lr: 0.013218, weight_decay: 0.000100, momentum_teacher: 0.996833, loss: 3.4611
2022-10-04 07:57:56 - train: epoch 0031, iter [01700, 10009], lr: 0.013217, weight_decay: 0.000100, momentum_teacher: 0.996833, loss: 3.4288
2022-10-04 07:58:44 - train: epoch 0031, iter [01800, 10009], lr: 0.013215, weight_decay: 0.000100, momentum_teacher: 0.996834, loss: 3.3417
2022-10-04 07:59:32 - train: epoch 0031, iter [01900, 10009], lr: 0.013213, weight_decay: 0.000100, momentum_teacher: 0.996834, loss: 3.4719
2022-10-04 08:00:19 - train: epoch 0031, iter [02000, 10009], lr: 0.013212, weight_decay: 0.000100, momentum_teacher: 0.996835, loss: 3.4390
2022-10-04 08:01:07 - train: epoch 0031, iter [02100, 10009], lr: 0.013210, weight_decay: 0.000100, momentum_teacher: 0.996835, loss: 3.4201
2022-10-04 08:01:54 - train: epoch 0031, iter [02200, 10009], lr: 0.013208, weight_decay: 0.000100, momentum_teacher: 0.996836, loss: 3.6930
2022-10-04 08:02:42 - train: epoch 0031, iter [02300, 10009], lr: 0.013207, weight_decay: 0.000100, momentum_teacher: 0.996836, loss: 3.4056
2022-10-04 08:03:30 - train: epoch 0031, iter [02400, 10009], lr: 0.013205, weight_decay: 0.000100, momentum_teacher: 0.996837, loss: 3.4855
2022-10-04 08:04:18 - train: epoch 0031, iter [02500, 10009], lr: 0.013203, weight_decay: 0.000100, momentum_teacher: 0.996837, loss: 3.5985
2022-10-04 08:05:05 - train: epoch 0031, iter [02600, 10009], lr: 0.013202, weight_decay: 0.000100, momentum_teacher: 0.996838, loss: 3.3247
2022-10-04 08:05:53 - train: epoch 0031, iter [02700, 10009], lr: 0.013200, weight_decay: 0.000100, momentum_teacher: 0.996838, loss: 3.4714
2022-10-04 08:06:41 - train: epoch 0031, iter [02800, 10009], lr: 0.013198, weight_decay: 0.000100, momentum_teacher: 0.996839, loss: 3.4682
2022-10-04 08:07:28 - train: epoch 0031, iter [02900, 10009], lr: 0.013196, weight_decay: 0.000100, momentum_teacher: 0.996839, loss: 3.4783
2022-10-04 08:08:30 - train: epoch 0031, iter [03000, 10009], lr: 0.013195, weight_decay: 0.000100, momentum_teacher: 0.996840, loss: 3.4928
2022-10-04 08:10:01 - train: epoch 0031, iter [03100, 10009], lr: 0.013193, weight_decay: 0.000100, momentum_teacher: 0.996840, loss: 3.5063
2022-10-04 08:10:50 - train: epoch 0031, iter [03200, 10009], lr: 0.013191, weight_decay: 0.000100, momentum_teacher: 0.996841, loss: 3.3418
2022-10-04 08:12:43 - train: epoch 0031, iter [03300, 10009], lr: 0.013190, weight_decay: 0.000100, momentum_teacher: 0.996841, loss: 3.3732
2022-10-04 08:14:11 - train: epoch 0031, iter [03400, 10009], lr: 0.013188, weight_decay: 0.000100, momentum_teacher: 0.996842, loss: 3.1869
2022-10-04 08:15:34 - train: epoch 0031, iter [03500, 10009], lr: 0.013186, weight_decay: 0.000100, momentum_teacher: 0.996842, loss: 3.2354
2022-10-04 08:16:35 - train: epoch 0031, iter [03600, 10009], lr: 0.013184, weight_decay: 0.000100, momentum_teacher: 0.996843, loss: 3.4555
2022-10-04 08:17:33 - train: epoch 0031, iter [03700, 10009], lr: 0.013183, weight_decay: 0.000100, momentum_teacher: 0.996843, loss: 3.5924
2022-10-04 08:18:21 - train: epoch 0031, iter [03800, 10009], lr: 0.013181, weight_decay: 0.000100, momentum_teacher: 0.996844, loss: 3.5693
2022-10-04 08:20:04 - train: epoch 0031, iter [03900, 10009], lr: 0.013179, weight_decay: 0.000100, momentum_teacher: 0.996844, loss: 3.5458
2022-10-04 08:21:47 - train: epoch 0031, iter [04000, 10009], lr: 0.013178, weight_decay: 0.000100, momentum_teacher: 0.996845, loss: 3.6258
2022-10-04 08:23:00 - train: epoch 0031, iter [04100, 10009], lr: 0.013176, weight_decay: 0.000100, momentum_teacher: 0.996845, loss: 3.3524
