2022-08-02 00:00:57 - train: epoch 0063, iter [01200, 05004], lr: 0.001000, loss: 1.8171, tea_CELoss: 0.7849, stu_CELoss: 0.9017, DMLLoss: 0.1305, 
2022-08-02 00:30:40 - train: epoch 0063, iter [04300, 05004], lr: 0.001000, loss: 2.1265, tea_CELoss: 0.8821, stu_CELoss: 1.0649, DMLLoss: 0.1795, 
2022-08-02 00:31:37 - train: epoch 0063, iter [04400, 05004], lr: 0.001000, loss: 1.8282, tea_CELoss: 0.8018, stu_CELoss: 0.9055, DMLLoss: 0.1209, 
2022-08-02 00:32:35 - train: epoch 0063, iter [04500, 05004], lr: 0.001000, loss: 1.8729, tea_CELoss: 0.8229, stu_CELoss: 0.9216, DMLLoss: 0.1283, 
2022-08-02 00:33:32 - train: epoch 0063, iter [04600, 05004], lr: 0.001000, loss: 1.6257, tea_CELoss: 0.6810, stu_CELoss: 0.7992, DMLLoss: 0.1455, 
2022-08-02 00:34:30 - train: epoch 0063, iter [04700, 05004], lr: 0.001000, loss: 1.6889, tea_CELoss: 0.6894, stu_CELoss: 0.8560, DMLLoss: 0.1434, 
2022-08-02 00:35:27 - train: epoch 0063, iter [04800, 05004], lr: 0.001000, loss: 1.3169, tea_CELoss: 0.5270, stu_CELoss: 0.6496, DMLLoss: 0.1404, 
2022-08-02 00:36:25 - train: epoch 0063, iter [04900, 05004], lr: 0.001000, loss: 1.7465, tea_CELoss: 0.7330, stu_CELoss: 0.8745, DMLLoss: 0.1390, 
2022-08-02 00:37:22 - train: epoch 0063, iter [05000, 05004], lr: 0.001000, loss: 1.6947, tea_CELoss: 0.6977, stu_CELoss: 0.8716, DMLLoss: 0.1254, 
2022-08-02 00:37:25 - train: epoch 063, train_loss: 1.8509
2022-08-02 00:39:56 - eval: epoch: 063, tea_acc1: 78.314%, tea_acc5: 94.112%, tea_test_loss: 0.8405, stu_acc1: 76.522%, stu_acc5: 93.184%, stu_test_loss: 0.9224
2022-08-02 00:39:57 - until epoch: 063, tea_best_acc1: 78.314%, stu_best_acc1: 76.522%
2022-08-02 00:39:57 - epoch 064 lr: 0.001000
2022-08-02 00:41:00 - train: epoch 0064, iter [00100, 05004], lr: 0.001000, loss: 1.4246, tea_CELoss: 0.5744, stu_CELoss: 0.7044, DMLLoss: 0.1457, 
2022-08-02 00:41:57 - train: epoch 0064, iter [00200, 05004], lr: 0.001000, loss: 1.9250, tea_CELoss: 0.8004, stu_CELoss: 0.9473, DMLLoss: 0.1773, 
2022-08-02 00:42:54 - train: epoch 0064, iter [00300, 05004], lr: 0.001000, loss: 1.3577, tea_CELoss: 0.5446, stu_CELoss: 0.6837, DMLLoss: 0.1294, 
2022-08-02 00:43:51 - train: epoch 0064, iter [00400, 05004], lr: 0.001000, loss: 1.6953, tea_CELoss: 0.7182, stu_CELoss: 0.8497, DMLLoss: 0.1273, 
2022-08-02 00:44:48 - train: epoch 0064, iter [00500, 05004], lr: 0.001000, loss: 1.6441, tea_CELoss: 0.6795, stu_CELoss: 0.8204, DMLLoss: 0.1441, 
2022-08-02 00:45:46 - train: epoch 0064, iter [00600, 05004], lr: 0.001000, loss: 2.0478, tea_CELoss: 0.8808, stu_CELoss: 1.0313, DMLLoss: 0.1357, 
2022-08-02 00:46:42 - train: epoch 0064, iter [00700, 05004], lr: 0.001000, loss: 2.0721, tea_CELoss: 0.9276, stu_CELoss: 1.0001, DMLLoss: 0.1445, 
2022-08-02 00:47:39 - train: epoch 0064, iter [00800, 05004], lr: 0.001000, loss: 1.4671, tea_CELoss: 0.6052, stu_CELoss: 0.7157, DMLLoss: 0.1461, 
2022-08-02 00:48:36 - train: epoch 0064, iter [00900, 05004], lr: 0.001000, loss: 1.6998, tea_CELoss: 0.7007, stu_CELoss: 0.8356, DMLLoss: 0.1635, 
2022-08-02 00:49:33 - train: epoch 0064, iter [01000, 05004], lr: 0.001000, loss: 1.8469, tea_CELoss: 0.7316, stu_CELoss: 0.9333, DMLLoss: 0.1819, 
2022-08-02 00:50:30 - train: epoch 0064, iter [01100, 05004], lr: 0.001000, loss: 2.0894, tea_CELoss: 0.8998, stu_CELoss: 1.0279, DMLLoss: 0.1617, 
2022-08-02 00:51:27 - train: epoch 0064, iter [01200, 05004], lr: 0.001000, loss: 1.6973, tea_CELoss: 0.7188, stu_CELoss: 0.8240, DMLLoss: 0.1545, 
2022-08-02 00:52:24 - train: epoch 0064, iter [01300, 05004], lr: 0.001000, loss: 1.5772, tea_CELoss: 0.6428, stu_CELoss: 0.7995, DMLLoss: 0.1349, 
2022-08-02 00:53:22 - train: epoch 0064, iter [01400, 05004], lr: 0.001000, loss: 2.1604, tea_CELoss: 0.9230, stu_CELoss: 1.0622, DMLLoss: 0.1752, 
2022-08-02 00:54:19 - train: epoch 0064, iter [01500, 05004], lr: 0.001000, loss: 2.1196, tea_CELoss: 0.9367, stu_CELoss: 1.0446, DMLLoss: 0.1383, 
2022-08-02 00:55:16 - train: epoch 0064, iter [01600, 05004], lr: 0.001000, loss: 1.8504, tea_CELoss: 0.8016, stu_CELoss: 0.8766, DMLLoss: 0.1723, 
2022-08-02 00:56:13 - train: epoch 0064, iter [01700, 05004], lr: 0.001000, loss: 1.6012, tea_CELoss: 0.6829, stu_CELoss: 0.7833, DMLLoss: 0.1349, 
2022-08-02 00:57:10 - train: epoch 0064, iter [01800, 05004], lr: 0.001000, loss: 1.3921, tea_CELoss: 0.5597, stu_CELoss: 0.7053, DMLLoss: 0.1271, 
2022-08-02 00:58:07 - train: epoch 0064, iter [01900, 05004], lr: 0.001000, loss: 1.8255, tea_CELoss: 0.7856, stu_CELoss: 0.9017, DMLLoss: 0.1382, 
2022-08-02 00:59:04 - train: epoch 0064, iter [02000, 05004], lr: 0.001000, loss: 1.7728, tea_CELoss: 0.7562, stu_CELoss: 0.8877, DMLLoss: 0.1289, 
2022-08-02 01:00:02 - train: epoch 0064, iter [02100, 05004], lr: 0.001000, loss: 1.4893, tea_CELoss: 0.6006, stu_CELoss: 0.7373, DMLLoss: 0.1514, 
2022-08-02 01:00:59 - train: epoch 0064, iter [02200, 05004], lr: 0.001000, loss: 1.9612, tea_CELoss: 0.8303, stu_CELoss: 0.9650, DMLLoss: 0.1660, 
2022-08-02 01:01:56 - train: epoch 0064, iter [02300, 05004], lr: 0.001000, loss: 2.0094, tea_CELoss: 0.8703, stu_CELoss: 0.9950, DMLLoss: 0.1442, 
2022-08-02 01:02:53 - train: epoch 0064, iter [02400, 05004], lr: 0.001000, loss: 1.6705, tea_CELoss: 0.7212, stu_CELoss: 0.7997, DMLLoss: 0.1496, 
2022-08-02 01:03:50 - train: epoch 0064, iter [02500, 05004], lr: 0.001000, loss: 1.6276, tea_CELoss: 0.6790, stu_CELoss: 0.8036, DMLLoss: 0.1450, 
2022-08-02 01:04:48 - train: epoch 0064, iter [02600, 05004], lr: 0.001000, loss: 1.6645, tea_CELoss: 0.7181, stu_CELoss: 0.8152, DMLLoss: 0.1312, 
2022-08-02 01:05:45 - train: epoch 0064, iter [02700, 05004], lr: 0.001000, loss: 1.7026, tea_CELoss: 0.7187, stu_CELoss: 0.8376, DMLLoss: 0.1464, 
2022-08-02 01:06:42 - train: epoch 0064, iter [02800, 05004], lr: 0.001000, loss: 1.6539, tea_CELoss: 0.7049, stu_CELoss: 0.8252, DMLLoss: 0.1238, 
2022-08-02 01:07:40 - train: epoch 0064, iter [02900, 05004], lr: 0.001000, loss: 1.9359, tea_CELoss: 0.8345, stu_CELoss: 0.9648, DMLLoss: 0.1366, 
2022-08-02 01:08:37 - train: epoch 0064, iter [03000, 05004], lr: 0.001000, loss: 1.7597, tea_CELoss: 0.7591, stu_CELoss: 0.8640, DMLLoss: 0.1366, 
2022-08-02 01:09:34 - train: epoch 0064, iter [03100, 05004], lr: 0.001000, loss: 1.9509, tea_CELoss: 0.8245, stu_CELoss: 0.9523, DMLLoss: 0.1740, 
2022-08-02 01:10:31 - train: epoch 0064, iter [03200, 05004], lr: 0.001000, loss: 2.0131, tea_CELoss: 0.8351, stu_CELoss: 1.0289, DMLLoss: 0.1492, 
2022-08-02 01:11:28 - train: epoch 0064, iter [03300, 05004], lr: 0.001000, loss: 2.0304, tea_CELoss: 0.8389, stu_CELoss: 1.0195, DMLLoss: 0.1720, 
2022-08-02 01:12:26 - train: epoch 0064, iter [03400, 05004], lr: 0.001000, loss: 2.1883, tea_CELoss: 0.9543, stu_CELoss: 1.0876, DMLLoss: 0.1464, 
2022-08-02 01:13:23 - train: epoch 0064, iter [03500, 05004], lr: 0.001000, loss: 2.2265, tea_CELoss: 0.9540, stu_CELoss: 1.1263, DMLLoss: 0.1463, 
2022-08-02 01:14:20 - train: epoch 0064, iter [03600, 05004], lr: 0.001000, loss: 1.8455, tea_CELoss: 0.8064, stu_CELoss: 0.9132, DMLLoss: 0.1259, 
2022-08-02 01:15:17 - train: epoch 0064, iter [03700, 05004], lr: 0.001000, loss: 1.4597, tea_CELoss: 0.6116, stu_CELoss: 0.7079, DMLLoss: 0.1403, 
2022-08-02 01:16:15 - train: epoch 0064, iter [03800, 05004], lr: 0.001000, loss: 1.8447, tea_CELoss: 0.7770, stu_CELoss: 0.9148, DMLLoss: 0.1530, 
2022-08-02 01:17:12 - train: epoch 0064, iter [03900, 05004], lr: 0.001000, loss: 1.8021, tea_CELoss: 0.7945, stu_CELoss: 0.8741, DMLLoss: 0.1336, 
2022-08-02 01:18:09 - train: epoch 0064, iter [04000, 05004], lr: 0.001000, loss: 1.7194, tea_CELoss: 0.7313, stu_CELoss: 0.8570, DMLLoss: 0.1311, 
2022-08-02 01:19:06 - train: epoch 0064, iter [04100, 05004], lr: 0.001000, loss: 1.9714, tea_CELoss: 0.8411, stu_CELoss: 0.9775, DMLLoss: 0.1529, 
2022-08-02 01:20:04 - train: epoch 0064, iter [04200, 05004], lr: 0.001000, loss: 1.6081, tea_CELoss: 0.6436, stu_CELoss: 0.8285, DMLLoss: 0.1359, 
2022-08-02 01:21:01 - train: epoch 0064, iter [04300, 05004], lr: 0.001000, loss: 1.8748, tea_CELoss: 0.7693, stu_CELoss: 0.9448, DMLLoss: 0.1606, 
2022-08-02 01:21:58 - train: epoch 0064, iter [04400, 05004], lr: 0.001000, loss: 1.6618, tea_CELoss: 0.7195, stu_CELoss: 0.8125, DMLLoss: 0.1299, 
2022-08-02 01:22:56 - train: epoch 0064, iter [04500, 05004], lr: 0.001000, loss: 1.7199, tea_CELoss: 0.7376, stu_CELoss: 0.8490, DMLLoss: 0.1334, 
2022-08-02 01:23:53 - train: epoch 0064, iter [04600, 05004], lr: 0.001000, loss: 1.9773, tea_CELoss: 0.8449, stu_CELoss: 0.9845, DMLLoss: 0.1478, 
2022-08-02 01:24:50 - train: epoch 0064, iter [04700, 05004], lr: 0.001000, loss: 2.2361, tea_CELoss: 0.9555, stu_CELoss: 1.1257, DMLLoss: 0.1550, 
2022-08-02 01:25:48 - train: epoch 0064, iter [04800, 05004], lr: 0.001000, loss: 1.9649, tea_CELoss: 0.8273, stu_CELoss: 0.9825, DMLLoss: 0.1550, 
2022-08-02 01:26:46 - train: epoch 0064, iter [04900, 05004], lr: 0.001000, loss: 2.2076, tea_CELoss: 0.9447, stu_CELoss: 1.0878, DMLLoss: 0.1751, 
2022-08-02 01:27:43 - train: epoch 0064, iter [05000, 05004], lr: 0.001000, loss: 1.3960, tea_CELoss: 0.5952, stu_CELoss: 0.6603, DMLLoss: 0.1405, 
2022-08-02 01:27:46 - train: epoch 064, train_loss: 1.8251
2022-08-02 01:30:20 - eval: epoch: 064, tea_acc1: 78.496%, tea_acc5: 94.164%, tea_test_loss: 0.8366, stu_acc1: 76.642%, stu_acc5: 93.252%, stu_test_loss: 0.9175
2022-08-02 01:30:21 - until epoch: 064, tea_best_acc1: 78.496%, stu_best_acc1: 76.642%
2022-08-02 01:30:21 - epoch 065 lr: 0.001000
2022-08-02 01:31:25 - train: epoch 0065, iter [00100, 05004], lr: 0.001000, loss: 2.1777, tea_CELoss: 0.9247, stu_CELoss: 1.0985, DMLLoss: 0.1545, 
2022-08-02 01:32:23 - train: epoch 0065, iter [00200, 05004], lr: 0.001000, loss: 2.2033, tea_CELoss: 0.9170, stu_CELoss: 1.1057, DMLLoss: 0.1806, 
2022-08-02 01:33:21 - train: epoch 0065, iter [00300, 05004], lr: 0.001000, loss: 1.8815, tea_CELoss: 0.7913, stu_CELoss: 0.9383, DMLLoss: 0.1518, 
2022-08-02 01:34:18 - train: epoch 0065, iter [00400, 05004], lr: 0.001000, loss: 1.9329, tea_CELoss: 0.8283, stu_CELoss: 0.9592, DMLLoss: 0.1454, 
2022-08-02 01:35:16 - train: epoch 0065, iter [00500, 05004], lr: 0.001000, loss: 1.7800, tea_CELoss: 0.7184, stu_CELoss: 0.9068, DMLLoss: 0.1548, 
2022-08-02 01:36:14 - train: epoch 0065, iter [00600, 05004], lr: 0.001000, loss: 2.2760, tea_CELoss: 0.9778, stu_CELoss: 1.1341, DMLLoss: 0.1640, 
2022-08-02 01:37:11 - train: epoch 0065, iter [00700, 05004], lr: 0.001000, loss: 1.8816, tea_CELoss: 0.7806, stu_CELoss: 0.9654, DMLLoss: 0.1356, 
2022-08-02 01:38:09 - train: epoch 0065, iter [00800, 05004], lr: 0.001000, loss: 1.6504, tea_CELoss: 0.6818, stu_CELoss: 0.8185, DMLLoss: 0.1501, 
2022-08-02 01:39:06 - train: epoch 0065, iter [00900, 05004], lr: 0.001000, loss: 1.8679, tea_CELoss: 0.7996, stu_CELoss: 0.9338, DMLLoss: 0.1345, 
2022-08-02 01:40:04 - train: epoch 0065, iter [01000, 05004], lr: 0.001000, loss: 2.1040, tea_CELoss: 0.9042, stu_CELoss: 1.0422, DMLLoss: 0.1575, 
2022-08-02 01:41:02 - train: epoch 0065, iter [01100, 05004], lr: 0.001000, loss: 1.8375, tea_CELoss: 0.7581, stu_CELoss: 0.9280, DMLLoss: 0.1514, 
2022-08-02 01:41:59 - train: epoch 0065, iter [01200, 05004], lr: 0.001000, loss: 2.0783, tea_CELoss: 0.8758, stu_CELoss: 1.0444, DMLLoss: 0.1581, 
2022-08-02 01:42:56 - train: epoch 0065, iter [01300, 05004], lr: 0.001000, loss: 1.9064, tea_CELoss: 0.8322, stu_CELoss: 0.9350, DMLLoss: 0.1392, 
2022-08-02 01:43:53 - train: epoch 0065, iter [01400, 05004], lr: 0.001000, loss: 1.4934, tea_CELoss: 0.6081, stu_CELoss: 0.7428, DMLLoss: 0.1426, 
2022-08-02 01:44:50 - train: epoch 0065, iter [01500, 05004], lr: 0.001000, loss: 1.7438, tea_CELoss: 0.7246, stu_CELoss: 0.8665, DMLLoss: 0.1526, 
2022-08-02 01:45:47 - train: epoch 0065, iter [01600, 05004], lr: 0.001000, loss: 1.8274, tea_CELoss: 0.7756, stu_CELoss: 0.8994, DMLLoss: 0.1524, 
2022-08-02 01:46:44 - train: epoch 0065, iter [01700, 05004], lr: 0.001000, loss: 1.7220, tea_CELoss: 0.7064, stu_CELoss: 0.8807, DMLLoss: 0.1349, 
2022-08-02 01:47:41 - train: epoch 0065, iter [01800, 05004], lr: 0.001000, loss: 1.7184, tea_CELoss: 0.7151, stu_CELoss: 0.8607, DMLLoss: 0.1427, 
2022-08-02 01:48:38 - train: epoch 0065, iter [01900, 05004], lr: 0.001000, loss: 1.5596, tea_CELoss: 0.6526, stu_CELoss: 0.7678, DMLLoss: 0.1392, 
2022-08-02 01:49:36 - train: epoch 0065, iter [02000, 05004], lr: 0.001000, loss: 1.6400, tea_CELoss: 0.6824, stu_CELoss: 0.8206, DMLLoss: 0.1370, 
2022-08-02 01:50:33 - train: epoch 0065, iter [02100, 05004], lr: 0.001000, loss: 1.9748, tea_CELoss: 0.8386, stu_CELoss: 0.9835, DMLLoss: 0.1527, 
2022-08-02 01:51:30 - train: epoch 0065, iter [02200, 05004], lr: 0.001000, loss: 1.8851, tea_CELoss: 0.8217, stu_CELoss: 0.9230, DMLLoss: 0.1403, 
2022-08-02 01:52:27 - train: epoch 0065, iter [02300, 05004], lr: 0.001000, loss: 1.7929, tea_CELoss: 0.7775, stu_CELoss: 0.8827, DMLLoss: 0.1327, 
2022-08-02 01:53:24 - train: epoch 0065, iter [02400, 05004], lr: 0.001000, loss: 2.0670, tea_CELoss: 0.8682, stu_CELoss: 1.0453, DMLLoss: 0.1536, 
2022-08-02 01:54:21 - train: epoch 0065, iter [02500, 05004], lr: 0.001000, loss: 1.9867, tea_CELoss: 0.8505, stu_CELoss: 0.9991, DMLLoss: 0.1371, 
2022-08-02 01:55:18 - train: epoch 0065, iter [02600, 05004], lr: 0.001000, loss: 2.0168, tea_CELoss: 0.8820, stu_CELoss: 0.9682, DMLLoss: 0.1666, 
2022-08-02 01:56:15 - train: epoch 0065, iter [02700, 05004], lr: 0.001000, loss: 1.7240, tea_CELoss: 0.7458, stu_CELoss: 0.8359, DMLLoss: 0.1423, 
2022-08-02 01:57:12 - train: epoch 0065, iter [02800, 05004], lr: 0.001000, loss: 2.0429, tea_CELoss: 0.8694, stu_CELoss: 1.0133, DMLLoss: 0.1602, 
2022-08-02 01:58:09 - train: epoch 0065, iter [02900, 05004], lr: 0.001000, loss: 1.9335, tea_CELoss: 0.8508, stu_CELoss: 0.9489, DMLLoss: 0.1338, 
2022-08-02 01:59:06 - train: epoch 0065, iter [03000, 05004], lr: 0.001000, loss: 1.6995, tea_CELoss: 0.7053, stu_CELoss: 0.8652, DMLLoss: 0.1289, 
2022-08-02 02:00:03 - train: epoch 0065, iter [03100, 05004], lr: 0.001000, loss: 1.8162, tea_CELoss: 0.7226, stu_CELoss: 0.9256, DMLLoss: 0.1681, 
2022-08-02 02:01:00 - train: epoch 0065, iter [03200, 05004], lr: 0.001000, loss: 2.1693, tea_CELoss: 0.9311, stu_CELoss: 1.0832, DMLLoss: 0.1549, 
2022-08-02 02:01:58 - train: epoch 0065, iter [03300, 05004], lr: 0.001000, loss: 1.8015, tea_CELoss: 0.7506, stu_CELoss: 0.9191, DMLLoss: 0.1318, 
2022-08-02 02:02:55 - train: epoch 0065, iter [03400, 05004], lr: 0.001000, loss: 1.6691, tea_CELoss: 0.7132, stu_CELoss: 0.8287, DMLLoss: 0.1273, 
2022-08-02 02:03:52 - train: epoch 0065, iter [03500, 05004], lr: 0.001000, loss: 2.0914, tea_CELoss: 0.8873, stu_CELoss: 1.0667, DMLLoss: 0.1373, 
2022-08-02 02:04:49 - train: epoch 0065, iter [03600, 05004], lr: 0.001000, loss: 1.6279, tea_CELoss: 0.6870, stu_CELoss: 0.8124, DMLLoss: 0.1285, 
2022-08-02 02:05:46 - train: epoch 0065, iter [03700, 05004], lr: 0.001000, loss: 1.7333, tea_CELoss: 0.7241, stu_CELoss: 0.8524, DMLLoss: 0.1569, 
2022-08-02 02:06:43 - train: epoch 0065, iter [03800, 05004], lr: 0.001000, loss: 1.7650, tea_CELoss: 0.7563, stu_CELoss: 0.8745, DMLLoss: 0.1342, 
2022-08-02 02:07:40 - train: epoch 0065, iter [03900, 05004], lr: 0.001000, loss: 1.9935, tea_CELoss: 0.8380, stu_CELoss: 1.0017, DMLLoss: 0.1537, 
2022-08-02 02:08:37 - train: epoch 0065, iter [04000, 05004], lr: 0.001000, loss: 2.0934, tea_CELoss: 0.9032, stu_CELoss: 1.0566, DMLLoss: 0.1336, 
2022-08-02 02:09:34 - train: epoch 0065, iter [04100, 05004], lr: 0.001000, loss: 1.8611, tea_CELoss: 0.8099, stu_CELoss: 0.9273, DMLLoss: 0.1240, 
2022-08-02 02:10:31 - train: epoch 0065, iter [04200, 05004], lr: 0.001000, loss: 2.0409, tea_CELoss: 0.8741, stu_CELoss: 1.0182, DMLLoss: 0.1486, 
2022-08-02 02:11:28 - train: epoch 0065, iter [04300, 05004], lr: 0.001000, loss: 1.7758, tea_CELoss: 0.7421, stu_CELoss: 0.8808, DMLLoss: 0.1530, 
2022-08-02 02:12:25 - train: epoch 0065, iter [04400, 05004], lr: 0.001000, loss: 1.6698, tea_CELoss: 0.6982, stu_CELoss: 0.8420, DMLLoss: 0.1295, 
2022-08-02 02:13:23 - train: epoch 0065, iter [04500, 05004], lr: 0.001000, loss: 1.6139, tea_CELoss: 0.7016, stu_CELoss: 0.7798, DMLLoss: 0.1325, 
2022-08-02 02:14:20 - train: epoch 0065, iter [04600, 05004], lr: 0.001000, loss: 1.7565, tea_CELoss: 0.7355, stu_CELoss: 0.8950, DMLLoss: 0.1260, 
2022-08-02 02:15:17 - train: epoch 0065, iter [04700, 05004], lr: 0.001000, loss: 1.8557, tea_CELoss: 0.8154, stu_CELoss: 0.8925, DMLLoss: 0.1478, 
2022-08-02 02:16:14 - train: epoch 0065, iter [04800, 05004], lr: 0.001000, loss: 1.4069, tea_CELoss: 0.5813, stu_CELoss: 0.6825, DMLLoss: 0.1431, 
2022-08-02 02:17:12 - train: epoch 0065, iter [04900, 05004], lr: 0.001000, loss: 1.7441, tea_CELoss: 0.7336, stu_CELoss: 0.8858, DMLLoss: 0.1247, 
2022-08-02 02:18:09 - train: epoch 0065, iter [05000, 05004], lr: 0.001000, loss: 1.7735, tea_CELoss: 0.7648, stu_CELoss: 0.8780, DMLLoss: 0.1307, 
2022-08-02 02:18:12 - train: epoch 065, train_loss: 1.8010
2022-08-02 02:20:43 - eval: epoch: 065, tea_acc1: 78.502%, tea_acc5: 94.188%, tea_test_loss: 0.8347, stu_acc1: 76.840%, stu_acc5: 93.260%, stu_test_loss: 0.9146
2022-08-02 02:20:44 - until epoch: 065, tea_best_acc1: 78.502%, stu_best_acc1: 76.840%
2022-08-02 02:20:44 - epoch 066 lr: 0.001000
2022-08-02 02:21:47 - train: epoch 0066, iter [00100, 05004], lr: 0.001000, loss: 1.6895, tea_CELoss: 0.7215, stu_CELoss: 0.8592, DMLLoss: 0.1087, 
