2022-03-15 17:49:34 - train: epoch 0095, iter [04900, 05004], lr: 0.000100, loss: 2.1825, tea_CELoss: 0.9019 stu_CELoss: 1.0522 DMLLoss: 0.2284 
2022-03-15 18:34:38 - train: epoch 0097, iter [02000, 05004], lr: 0.000100, loss: 2.3795, tea_CELoss: 1.0216 stu_CELoss: 1.1494 DMLLoss: 0.2086 
2022-03-15 18:35:10 - train: epoch 0097, iter [02100, 05004], lr: 0.000100, loss: 2.2612, tea_CELoss: 0.9653 stu_CELoss: 1.1167 DMLLoss: 0.1792 
2022-03-15 18:35:44 - train: epoch 0097, iter [02200, 05004], lr: 0.000100, loss: 2.5552, tea_CELoss: 1.1048 stu_CELoss: 1.2559 DMLLoss: 0.1945 
2022-03-15 18:36:18 - train: epoch 0097, iter [02300, 05004], lr: 0.000100, loss: 2.7061, tea_CELoss: 1.1622 stu_CELoss: 1.3539 DMLLoss: 0.1899 
2022-03-15 18:36:52 - train: epoch 0097, iter [02400, 05004], lr: 0.000100, loss: 2.6226, tea_CELoss: 1.1255 stu_CELoss: 1.3091 DMLLoss: 0.1880 
2022-03-15 18:37:25 - train: epoch 0097, iter [02500, 05004], lr: 0.000100, loss: 2.5659, tea_CELoss: 1.1117 stu_CELoss: 1.2766 DMLLoss: 0.1776 
2022-03-15 18:37:59 - train: epoch 0097, iter [02600, 05004], lr: 0.000100, loss: 2.4877, tea_CELoss: 1.0326 stu_CELoss: 1.2503 DMLLoss: 0.2048 
2022-03-15 18:38:32 - train: epoch 0097, iter [02700, 05004], lr: 0.000100, loss: 2.3611, tea_CELoss: 0.9930 stu_CELoss: 1.1639 DMLLoss: 0.2043 
2022-03-15 18:39:07 - train: epoch 0097, iter [02800, 05004], lr: 0.000100, loss: 2.9912, tea_CELoss: 1.2913 stu_CELoss: 1.4918 DMLLoss: 0.2080 
2022-03-15 18:39:40 - train: epoch 0097, iter [02900, 05004], lr: 0.000100, loss: 2.5822, tea_CELoss: 1.1294 stu_CELoss: 1.2647 DMLLoss: 0.1880 
2022-03-15 18:40:14 - train: epoch 0097, iter [03000, 05004], lr: 0.000100, loss: 2.5217, tea_CELoss: 1.0684 stu_CELoss: 1.2208 DMLLoss: 0.2325 
2022-03-15 18:40:47 - train: epoch 0097, iter [03100, 05004], lr: 0.000100, loss: 2.6784, tea_CELoss: 1.1418 stu_CELoss: 1.3587 DMLLoss: 0.1779 
2022-03-15 18:41:21 - train: epoch 0097, iter [03200, 05004], lr: 0.000100, loss: 2.8158, tea_CELoss: 1.2088 stu_CELoss: 1.4121 DMLLoss: 0.1949 
2022-03-15 18:41:55 - train: epoch 0097, iter [03300, 05004], lr: 0.000100, loss: 3.0902, tea_CELoss: 1.3436 stu_CELoss: 1.5004 DMLLoss: 0.2462 
2022-03-15 18:42:29 - train: epoch 0097, iter [03400, 05004], lr: 0.000100, loss: 2.6008, tea_CELoss: 1.1088 stu_CELoss: 1.2963 DMLLoss: 0.1957 
2022-03-15 18:43:02 - train: epoch 0097, iter [03500, 05004], lr: 0.000100, loss: 2.3858, tea_CELoss: 1.0163 stu_CELoss: 1.1727 DMLLoss: 0.1968 
2022-03-15 18:43:36 - train: epoch 0097, iter [03600, 05004], lr: 0.000100, loss: 2.5173, tea_CELoss: 1.0836 stu_CELoss: 1.2212 DMLLoss: 0.2124 
2022-03-15 18:44:09 - train: epoch 0097, iter [03700, 05004], lr: 0.000100, loss: 2.3707, tea_CELoss: 1.0300 stu_CELoss: 1.1604 DMLLoss: 0.1804 
2022-03-15 18:44:43 - train: epoch 0097, iter [03800, 05004], lr: 0.000100, loss: 2.4889, tea_CELoss: 1.0818 stu_CELoss: 1.2275 DMLLoss: 0.1796 
2022-03-15 18:45:17 - train: epoch 0097, iter [03900, 05004], lr: 0.000100, loss: 2.5582, tea_CELoss: 1.0956 stu_CELoss: 1.2680 DMLLoss: 0.1946 
2022-03-15 18:45:50 - train: epoch 0097, iter [04000, 05004], lr: 0.000100, loss: 2.9466, tea_CELoss: 1.2700 stu_CELoss: 1.4666 DMLLoss: 0.2100 
2022-03-15 18:46:24 - train: epoch 0097, iter [04100, 05004], lr: 0.000100, loss: 2.4096, tea_CELoss: 0.9903 stu_CELoss: 1.2150 DMLLoss: 0.2043 
2022-03-15 18:46:57 - train: epoch 0097, iter [04200, 05004], lr: 0.000100, loss: 2.5598, tea_CELoss: 1.0726 stu_CELoss: 1.2695 DMLLoss: 0.2177 
2022-03-15 18:47:31 - train: epoch 0097, iter [04300, 05004], lr: 0.000100, loss: 2.4330, tea_CELoss: 1.0069 stu_CELoss: 1.2119 DMLLoss: 0.2142 
2022-03-15 18:48:04 - train: epoch 0097, iter [04400, 05004], lr: 0.000100, loss: 2.4591, tea_CELoss: 1.0279 stu_CELoss: 1.2164 DMLLoss: 0.2148 
2022-03-15 18:48:38 - train: epoch 0097, iter [04500, 05004], lr: 0.000100, loss: 2.6893, tea_CELoss: 1.1549 stu_CELoss: 1.3568 DMLLoss: 0.1777 
2022-03-15 18:49:11 - train: epoch 0097, iter [04600, 05004], lr: 0.000100, loss: 2.3301, tea_CELoss: 0.9745 stu_CELoss: 1.1495 DMLLoss: 0.2061 
2022-03-15 18:49:45 - train: epoch 0097, iter [04700, 05004], lr: 0.000100, loss: 2.4212, tea_CELoss: 1.0289 stu_CELoss: 1.1801 DMLLoss: 0.2122 
2022-03-15 18:50:18 - train: epoch 0097, iter [04800, 05004], lr: 0.000100, loss: 2.4554, tea_CELoss: 1.0804 stu_CELoss: 1.1920 DMLLoss: 0.1830 
2022-03-15 18:50:52 - train: epoch 0097, iter [04900, 05004], lr: 0.000100, loss: 2.5074, tea_CELoss: 1.0601 stu_CELoss: 1.2364 DMLLoss: 0.2108 
2022-03-15 18:51:25 - train: epoch 0097, iter [05000, 05004], lr: 0.000100, loss: 2.1874, tea_CELoss: 0.9306 stu_CELoss: 1.0723 DMLLoss: 0.1846 
2022-03-15 18:51:26 - train: epoch 097, train_loss: 2.5635
2022-03-15 18:53:55 - eval: epoch: 097, tea_acc1: 74.272%, tea_acc5: 91.926%, tea_test_loss: 1.0112, stu_acc1: 71.614%, stu_acc5: 90.436%, stu_test_loss: 1.1379
2022-03-15 18:53:56 - until epoch: 097, tea_best_acc1: 74.272%, stu_best_acc1: 71.678%
2022-03-15 18:53:56 - epoch 098 lr: 0.00010000000000000003
2022-03-15 18:54:35 - train: epoch 0098, iter [00100, 05004], lr: 0.000100, loss: 2.5349, tea_CELoss: 1.0998 stu_CELoss: 1.2456 DMLLoss: 0.1895 
2022-03-15 18:55:08 - train: epoch 0098, iter [00200, 05004], lr: 0.000100, loss: 3.5035, tea_CELoss: 1.5123 stu_CELoss: 1.7314 DMLLoss: 0.2598 
2022-03-15 18:55:42 - train: epoch 0098, iter [00300, 05004], lr: 0.000100, loss: 2.7236, tea_CELoss: 1.1579 stu_CELoss: 1.3538 DMLLoss: 0.2118 
2022-03-15 18:56:15 - train: epoch 0098, iter [00400, 05004], lr: 0.000100, loss: 2.5247, tea_CELoss: 1.0756 stu_CELoss: 1.2408 DMLLoss: 0.2083 
2022-03-15 18:56:49 - train: epoch 0098, iter [00500, 05004], lr: 0.000100, loss: 2.8183, tea_CELoss: 1.2467 stu_CELoss: 1.3737 DMLLoss: 0.1980 
2022-03-15 18:57:22 - train: epoch 0098, iter [00600, 05004], lr: 0.000100, loss: 2.6220, tea_CELoss: 1.1088 stu_CELoss: 1.2902 DMLLoss: 0.2231 
2022-03-15 18:57:56 - train: epoch 0098, iter [00700, 05004], lr: 0.000100, loss: 2.5470, tea_CELoss: 1.0727 stu_CELoss: 1.2691 DMLLoss: 0.2052 
2022-03-15 18:58:30 - train: epoch 0098, iter [00800, 05004], lr: 0.000100, loss: 2.5289, tea_CELoss: 1.0549 stu_CELoss: 1.2646 DMLLoss: 0.2094 
2022-03-15 18:59:03 - train: epoch 0098, iter [00900, 05004], lr: 0.000100, loss: 2.5907, tea_CELoss: 1.1036 stu_CELoss: 1.2820 DMLLoss: 0.2051 
2022-03-15 18:59:37 - train: epoch 0098, iter [01000, 05004], lr: 0.000100, loss: 2.4957, tea_CELoss: 1.0502 stu_CELoss: 1.2312 DMLLoss: 0.2143 
2022-03-15 19:00:10 - train: epoch 0098, iter [01100, 05004], lr: 0.000100, loss: 2.6905, tea_CELoss: 1.1379 stu_CELoss: 1.3304 DMLLoss: 0.2222 
2022-03-15 19:00:44 - train: epoch 0098, iter [01200, 05004], lr: 0.000100, loss: 2.5404, tea_CELoss: 1.1070 stu_CELoss: 1.2292 DMLLoss: 0.2042 
2022-03-15 19:01:18 - train: epoch 0098, iter [01300, 05004], lr: 0.000100, loss: 2.5928, tea_CELoss: 1.1126 stu_CELoss: 1.2965 DMLLoss: 0.1838 
2022-03-15 19:01:51 - train: epoch 0098, iter [01400, 05004], lr: 0.000100, loss: 2.4778, tea_CELoss: 1.0628 stu_CELoss: 1.1946 DMLLoss: 0.2204 
2022-03-15 19:02:24 - train: epoch 0098, iter [01500, 05004], lr: 0.000100, loss: 2.5594, tea_CELoss: 1.0836 stu_CELoss: 1.2692 DMLLoss: 0.2066 
2022-03-15 19:02:58 - train: epoch 0098, iter [01600, 05004], lr: 0.000100, loss: 2.7792, tea_CELoss: 1.1952 stu_CELoss: 1.3651 DMLLoss: 0.2189 
2022-03-15 19:03:33 - train: epoch 0098, iter [01700, 05004], lr: 0.000100, loss: 2.6530, tea_CELoss: 1.1217 stu_CELoss: 1.3255 DMLLoss: 0.2058 
2022-03-15 19:04:06 - train: epoch 0098, iter [01800, 05004], lr: 0.000100, loss: 2.6471, tea_CELoss: 1.1523 stu_CELoss: 1.2817 DMLLoss: 0.2131 
2022-03-15 19:04:39 - train: epoch 0098, iter [01900, 05004], lr: 0.000100, loss: 2.3581, tea_CELoss: 0.9881 stu_CELoss: 1.1554 DMLLoss: 0.2146 
2022-03-15 19:05:13 - train: epoch 0098, iter [02000, 05004], lr: 0.000100, loss: 2.7087, tea_CELoss: 1.1492 stu_CELoss: 1.3545 DMLLoss: 0.2050 
2022-03-15 19:05:46 - train: epoch 0098, iter [02100, 05004], lr: 0.000100, loss: 2.7263, tea_CELoss: 1.1759 stu_CELoss: 1.3644 DMLLoss: 0.1859 
2022-03-15 19:06:19 - train: epoch 0098, iter [02200, 05004], lr: 0.000100, loss: 2.5984, tea_CELoss: 1.0904 stu_CELoss: 1.2704 DMLLoss: 0.2375 
2022-03-15 19:06:52 - train: epoch 0098, iter [02300, 05004], lr: 0.000100, loss: 2.5519, tea_CELoss: 1.0966 stu_CELoss: 1.2664 DMLLoss: 0.1889 
2022-03-15 19:07:25 - train: epoch 0098, iter [02400, 05004], lr: 0.000100, loss: 2.7606, tea_CELoss: 1.1738 stu_CELoss: 1.3853 DMLLoss: 0.2015 
2022-03-15 19:07:59 - train: epoch 0098, iter [02500, 05004], lr: 0.000100, loss: 2.5491, tea_CELoss: 1.0810 stu_CELoss: 1.2680 DMLLoss: 0.2000 
2022-03-15 19:08:33 - train: epoch 0098, iter [02600, 05004], lr: 0.000100, loss: 2.9000, tea_CELoss: 1.2051 stu_CELoss: 1.4508 DMLLoss: 0.2441 
2022-03-15 19:09:06 - train: epoch 0098, iter [02700, 05004], lr: 0.000100, loss: 2.7166, tea_CELoss: 1.1722 stu_CELoss: 1.3176 DMLLoss: 0.2268 
2022-03-15 19:09:39 - train: epoch 0098, iter [02800, 05004], lr: 0.000100, loss: 2.8340, tea_CELoss: 1.1966 stu_CELoss: 1.4221 DMLLoss: 0.2152 
2022-03-15 19:10:13 - train: epoch 0098, iter [02900, 05004], lr: 0.000100, loss: 2.5771, tea_CELoss: 1.1243 stu_CELoss: 1.2742 DMLLoss: 0.1785 
2022-03-15 19:10:47 - train: epoch 0098, iter [03000, 05004], lr: 0.000100, loss: 2.4728, tea_CELoss: 1.0305 stu_CELoss: 1.2517 DMLLoss: 0.1906 
2022-03-15 19:11:21 - train: epoch 0098, iter [03100, 05004], lr: 0.000100, loss: 2.3129, tea_CELoss: 0.9902 stu_CELoss: 1.1311 DMLLoss: 0.1917 
2022-03-15 19:11:54 - train: epoch 0098, iter [03200, 05004], lr: 0.000100, loss: 2.0035, tea_CELoss: 0.8389 stu_CELoss: 0.9894 DMLLoss: 0.1752 
2022-03-15 19:12:28 - train: epoch 0098, iter [03300, 05004], lr: 0.000100, loss: 2.4142, tea_CELoss: 1.0449 stu_CELoss: 1.1658 DMLLoss: 0.2036 
2022-03-15 19:13:01 - train: epoch 0098, iter [03400, 05004], lr: 0.000100, loss: 2.6584, tea_CELoss: 1.1127 stu_CELoss: 1.3254 DMLLoss: 0.2202 
2022-03-15 19:13:35 - train: epoch 0098, iter [03500, 05004], lr: 0.000100, loss: 2.3829, tea_CELoss: 1.0338 stu_CELoss: 1.1498 DMLLoss: 0.1994 
2022-03-15 19:14:08 - train: epoch 0098, iter [03600, 05004], lr: 0.000100, loss: 2.9820, tea_CELoss: 1.3167 stu_CELoss: 1.4599 DMLLoss: 0.2054 
2022-03-15 19:14:42 - train: epoch 0098, iter [03700, 05004], lr: 0.000100, loss: 2.7336, tea_CELoss: 1.1573 stu_CELoss: 1.3877 DMLLoss: 0.1886 
2022-03-15 19:15:15 - train: epoch 0098, iter [03800, 05004], lr: 0.000100, loss: 2.5703, tea_CELoss: 1.0876 stu_CELoss: 1.2935 DMLLoss: 0.1893 
2022-03-15 19:15:48 - train: epoch 0098, iter [03900, 05004], lr: 0.000100, loss: 2.3123, tea_CELoss: 0.9737 stu_CELoss: 1.1435 DMLLoss: 0.1951 
2022-03-15 19:16:21 - train: epoch 0098, iter [04000, 05004], lr: 0.000100, loss: 2.7263, tea_CELoss: 1.1877 stu_CELoss: 1.3549 DMLLoss: 0.1836 
